"","1 Ano","3 Anos"
"2013-09-23",NA,NA
"2013-09-24",NA,NA
"2013-09-25",NA,NA
"2013-09-26",NA,NA
"2013-09-27",NA,NA
"2013-09-30",NA,NA
"2013-10-01",NA,NA
"2013-10-02",NA,NA
"2013-10-03",NA,NA
"2013-10-04",NA,NA
"2013-10-07",NA,NA
"2013-10-08",NA,NA
"2013-10-09",NA,NA
"2013-10-10",NA,NA
"2013-10-11",NA,NA
"2013-10-14",NA,NA
"2013-10-15",NA,NA
"2013-10-16",NA,NA
"2013-10-17",NA,NA
"2013-10-18",NA,NA
"2013-10-21",NA,NA
"2013-10-22",NA,NA
"2013-10-23",NA,NA
"2013-10-24",NA,NA
"2013-10-25",NA,NA
"2013-10-28",NA,NA
"2013-10-29",NA,NA
"2013-10-30",NA,NA
"2013-10-31",NA,NA
"2013-11-01",NA,NA
"2013-11-04",NA,NA
"2013-11-05",NA,NA
"2013-11-06",NA,NA
"2013-11-07",NA,NA
"2013-11-08",NA,NA
"2013-11-11",NA,NA
"2013-11-12",NA,NA
"2013-11-13",NA,NA
"2013-11-14",NA,NA
"2013-11-15",NA,NA
"2013-11-18",NA,NA
"2013-11-19",NA,NA
"2013-11-20",NA,NA
"2013-11-21",NA,NA
"2013-11-22",NA,NA
"2013-11-25",NA,NA
"2013-11-26",NA,NA
"2013-11-27",NA,NA
"2013-11-28",NA,NA
"2013-11-29",NA,NA
"2013-12-02",NA,NA
"2013-12-03",NA,NA
"2013-12-04",NA,NA
"2013-12-05",NA,NA
"2013-12-06",NA,NA
"2013-12-09",NA,NA
"2013-12-10",NA,NA
"2013-12-11",NA,NA
"2013-12-12",NA,NA
"2013-12-13",NA,NA
"2013-12-16",NA,NA
"2013-12-17",NA,NA
"2013-12-18",NA,NA
"2013-12-19",NA,NA
"2013-12-20",NA,NA
"2013-12-23",NA,NA
"2013-12-24",NA,NA
"2013-12-25",NA,NA
"2013-12-26",NA,NA
"2013-12-27",NA,NA
"2013-12-30",NA,NA
"2013-12-31",NA,NA
"2014-01-01",NA,NA
"2014-01-02",NA,NA
"2014-01-03",NA,NA
"2014-01-06",NA,NA
"2014-01-07",NA,NA
"2014-01-08",NA,NA
"2014-01-09",NA,NA
"2014-01-10",NA,NA
"2014-01-13",NA,NA
"2014-01-14",NA,NA
"2014-01-15",NA,NA
"2014-01-16",NA,NA
"2014-01-17",NA,NA
"2014-01-20",NA,NA
"2014-01-21",NA,NA
"2014-01-22",NA,NA
"2014-01-23",NA,NA
"2014-01-24",NA,NA
"2014-01-27",NA,NA
"2014-01-28",NA,NA
"2014-01-29",NA,NA
"2014-01-30",NA,NA
"2014-01-31",NA,NA
"2014-02-03",NA,NA
"2014-02-04",NA,NA
"2014-02-05",NA,NA
"2014-02-06",NA,NA
"2014-02-07",NA,NA
"2014-02-10",NA,NA
"2014-02-11",NA,NA
"2014-02-12",NA,NA
"2014-02-13",NA,NA
"2014-02-14",NA,NA
"2014-02-17",NA,NA
"2014-02-18",NA,NA
"2014-02-19",NA,NA
"2014-02-20",NA,NA
"2014-02-21",NA,NA
"2014-02-24",NA,NA
"2014-02-25",NA,NA
"2014-02-26",NA,NA
"2014-02-27",NA,NA
"2014-02-28",NA,NA
"2014-03-03",NA,NA
"2014-03-04",NA,NA
"2014-03-05",NA,NA
"2014-03-06",NA,NA
"2014-03-07",NA,NA
"2014-03-10",NA,NA
"2014-03-11",NA,NA
"2014-03-12",NA,NA
"2014-03-13",NA,NA
"2014-03-14",NA,NA
"2014-03-17",NA,NA
"2014-03-18",NA,NA
"2014-03-19",NA,NA
"2014-03-20",NA,NA
"2014-03-21",NA,NA
"2014-03-24",NA,NA
"2014-03-25",NA,NA
"2014-03-26",NA,NA
"2014-03-27",NA,NA
"2014-03-28",NA,NA
"2014-03-31",NA,NA
"2014-04-01",NA,NA
"2014-04-02",NA,NA
"2014-04-03",NA,NA
"2014-04-04",NA,NA
"2014-04-07",NA,NA
"2014-04-08",NA,NA
"2014-04-09",NA,NA
"2014-04-10",NA,NA
"2014-04-11",NA,NA
"2014-04-14",NA,NA
"2014-04-15",NA,NA
"2014-04-16",NA,NA
"2014-04-17",NA,NA
"2014-04-18",NA,NA
"2014-04-21",NA,NA
"2014-04-22",NA,NA
"2014-04-23",NA,NA
"2014-04-24",NA,NA
"2014-04-25",NA,NA
"2014-04-28",NA,NA
"2014-04-29",NA,NA
"2014-04-30",NA,NA
"2014-05-01",NA,NA
"2014-05-02",NA,NA
"2014-05-05",NA,NA
"2014-05-06",NA,NA
"2014-05-07",NA,NA
"2014-05-08",NA,NA
"2014-05-09",NA,NA
"2014-05-12",NA,NA
"2014-05-13",NA,NA
"2014-05-14",7.3,NA
"2014-05-15",6.5,NA
"2014-05-16",5.7,NA
"2014-05-19",5.86,NA
"2014-05-20",5.47,NA
"2014-05-21",5.67,NA
"2014-05-22",6.02,NA
"2014-05-23",6.62,NA
"2014-05-26",7.68,NA
"2014-05-27",8.23,NA
"2014-05-28",8.47,NA
"2014-05-29",8.11,NA
"2014-05-30",8.75,NA
"2014-06-02",9.33,NA
"2014-06-03",9.55,NA
"2014-06-04",10.02,NA
"2014-06-05",10.51,NA
"2014-06-06",11.72,NA
"2014-06-09",12.47,NA
"2014-06-10",12.72,NA
"2014-06-11",12.36,NA
"2014-06-12",12.97,NA
"2014-06-13",13.27,NA
"2014-06-16",13,NA
"2014-06-17",12.86,NA
"2014-06-18",12.55,NA
"2014-06-19",12.78,NA
"2014-06-20",12.93,NA
"2014-06-23",14.34,NA
"2014-06-24",14.69,NA
"2014-06-25",15.36,NA
"2014-06-26",15.13,NA
"2014-06-27",14.25,NA
"2014-06-30",13.49,NA
"2014-07-01",13.55,NA
"2014-07-02",13.27,NA
"2014-07-03",13.35,NA
"2014-07-04",13.76,NA
"2014-07-07",13.02,NA
"2014-07-08",11.91,NA
"2014-07-09",11.36,NA
"2014-07-10",10.35,NA
"2014-07-11",10.39,NA
"2014-07-14",10.28,NA
"2014-07-15",10.07,NA
"2014-07-16",10.36,NA
"2014-07-17",10.44,NA
"2014-07-18",10.34,NA
"2014-07-21",9.87,NA
"2014-07-22",10.34,NA
"2014-07-23",10.54,NA
"2014-07-24",10.7,NA
"2014-07-25",10.71,NA
"2014-07-28",10.7,NA
"2014-07-29",10.95,NA
"2014-07-30",10.95,NA
"2014-07-31",9.96,NA
"2014-08-01",9.14,NA
"2014-08-04",8.67,NA
"2014-08-05",8.32,NA
"2014-08-06",7.88,NA
"2014-08-07",7.85,NA
"2014-08-08",8.23,NA
"2014-08-11",9,NA
"2014-08-12",8.81,NA
"2014-08-13",8.93,NA
"2014-08-14",9.13,NA
"2014-08-15",9.18,NA
"2014-08-18",9.99,NA
"2014-08-19",11.46,NA
"2014-08-20",11.92,NA
"2014-08-21",12.37,NA
"2014-08-22",12.56,NA
"2014-08-25",12.6,NA
"2014-08-26",12.75,NA
"2014-08-27",12.99,NA
"2014-08-28",13.58,NA
"2014-08-29",13.99,NA
"2014-09-01",13.53,NA
"2014-09-02",13.86,NA
"2014-09-03",13.8,NA
"2014-09-04",13.89,NA
"2014-09-05",13.94,NA
"2014-09-08",13.83,NA
"2014-09-09",13.31,NA
"2014-09-10",12.78,NA
"2014-09-11",12.35,NA
"2014-09-12",11.98,NA
"2014-09-15",11.63,NA
"2014-09-16",11.4,NA
"2014-09-17",11.14,NA
"2014-09-18",11.47,NA
"2014-09-19",11.32,NA
"2014-09-22",10.82,NA
"2014-09-23",10.4,NA
"2014-09-24",10.85,NA
"2014-09-25",10.43,NA
"2014-09-26",10.44,NA
"2014-09-29",10.1,NA
"2014-09-30",10.34,NA
"2014-10-01",10.18,NA
"2014-10-02",9.18,NA
"2014-10-03",10.11,NA
"2014-10-06",10.65,NA
"2014-10-07",9.78,NA
"2014-10-08",9.66,NA
"2014-10-09",9.77,NA
"2014-10-10",8.86,NA
"2014-10-13",7.77,NA
"2014-10-14",7.26,NA
"2014-10-15",6.5,NA
"2014-10-16",5.77,NA
"2014-10-17",6.85,NA
"2014-10-20",6.75,NA
"2014-10-21",7.37,NA
"2014-10-22",7.44,NA
"2014-10-23",7.52,NA
"2014-10-24",7.89,NA
"2014-10-27",7.75,NA
"2014-10-28",8.04,NA
"2014-10-29",8.25,NA
"2014-10-30",8.42,NA
"2014-10-31",9.38,NA
"2014-11-03",9.01,NA
"2014-11-04",8.84,NA
"2014-11-05",8.73,NA
"2014-11-06",9.08,NA
"2014-11-07",9.08,NA
"2014-11-10",9.26,NA
"2014-11-11",9.23,NA
"2014-11-12",8.97,NA
"2014-11-13",9.17,NA
"2014-11-14",9,NA
"2014-11-17",8.5,NA
"2014-11-18",8.49,NA
"2014-11-19",8.47,NA
"2014-11-20",8.77,NA
"2014-11-21",9.92,NA
"2014-11-24",10.03,NA
"2014-11-25",10.09,NA
"2014-11-26",9.86,NA
"2014-11-27",10.03,NA
"2014-11-28",10.25,NA
"2014-12-01",9.67,NA
"2014-12-02",9.82,NA
"2014-12-03",10.29,NA
"2014-12-04",10.68,NA
"2014-12-05",11.48,NA
"2014-12-08",11.6,NA
"2014-12-09",10.75,NA
"2014-12-10",10.15,NA
"2014-12-11",10.15,NA
"2014-12-12",9.76,NA
"2014-12-15",9.6,NA
"2014-12-16",9.15,NA
"2014-12-17",9.5,NA
"2014-12-18",11.27,NA
"2014-12-19",11.23,NA
"2014-12-22",11.1,NA
"2014-12-23",11.23,NA
"2014-12-24",10.85,NA
"2014-12-25",10.82,NA
"2014-12-26",10.85,NA
"2014-12-29",11.1,NA
"2014-12-30",10.82,NA
"2014-12-31",10.79,NA
"2015-01-01",10.57,NA
"2015-01-02",10.65,NA
"2015-01-05",10.38,NA
"2015-01-06",9.57,NA
"2015-01-07",10.33,NA
"2015-01-08",11.12,NA
"2015-01-09",10.85,NA
"2015-01-12",10.87,NA
"2015-01-13",11.14,NA
"2015-01-14",10.93,NA
"2015-01-15",11.48,NA
"2015-01-16",11.51,NA
"2015-01-19",11.52,NA
"2015-01-20",11.52,NA
"2015-01-21",11.56,NA
"2015-01-22",12.66,NA
"2015-01-23",14.01,NA
"2015-01-26",14.77,NA
"2015-01-27",15.74,NA
"2015-01-28",16.24,NA
"2015-01-29",15.91,NA
"2015-01-30",15.94,NA
"2015-02-02",15.6,NA
"2015-02-03",15.77,NA
"2015-02-04",17.12,NA
"2015-02-05",17.74,NA
"2015-02-06",17.82,NA
"2015-02-09",16.98,NA
"2015-02-10",16.73,NA
"2015-02-11",16.53,NA
"2015-02-12",16.21,NA
"2015-02-13",15.97,NA
"2015-02-16",16.19,NA
"2015-02-17",15.86,NA
"2015-02-18",16.16,NA
"2015-02-19",16.42,NA
"2015-02-20",16.77,NA
"2015-02-23",16.92,NA
"2015-02-24",16.87,NA
"2015-02-25",16.64,NA
"2015-02-26",17.2,NA
"2015-02-27",17.25,NA
"2015-03-02",17.21,NA
"2015-03-03",17.13,NA
"2015-03-04",17.99,NA
"2015-03-05",17.58,NA
"2015-03-06",17.64,NA
"2015-03-09",17.89,NA
"2015-03-10",18.04,NA
"2015-03-11",19.03,NA
"2015-03-12",19.58,NA
"2015-03-13",20.58,NA
"2015-03-16",21.32,NA
"2015-03-17",21.4,NA
"2015-03-18",21.3,NA
"2015-03-19",20.9,NA
"2015-03-20",20.94,NA
"2015-03-23",20.24,NA
"2015-03-24",20.26,NA
"2015-03-25",19.6,NA
"2015-03-26",19.15,NA
"2015-03-27",19.35,NA
"2015-03-30",20.14,NA
"2015-03-31",19.97,NA
"2015-04-01",19.57,NA
"2015-04-02",19.03,NA
"2015-04-03",18.5,NA
"2015-04-06",18.5,NA
"2015-04-07",19.2,NA
"2015-04-08",20.48,NA
"2015-04-09",21.71,NA
"2015-04-10",21.95,NA
"2015-04-13",22.55,NA
"2015-04-14",23.18,NA
"2015-04-15",23.5,NA
"2015-04-16",22.67,NA
"2015-04-17",21.11,NA
"2015-04-20",21.16,NA
"2015-04-21",21.36,NA
"2015-04-22",21.28,NA
"2015-04-23",20.38,NA
"2015-04-24",20.57,NA
"2015-04-27",20.29,NA
"2015-04-28",20.11,NA
"2015-04-29",19.19,NA
"2015-04-30",17.95,NA
"2015-05-01",17.74,NA
"2015-05-04",18.12,NA
"2015-05-05",17.12,NA
"2015-05-06",16.09,NA
"2015-05-07",16.63,NA
"2015-05-08",17.85,NA
"2015-05-11",17.63,NA
"2015-05-12",16.52,NA
"2015-05-13",15.84,NA
"2015-05-14",15.65,NA
"2015-05-15",16.07,NA
"2015-05-18",16.9,NA
"2015-05-19",18.14,NA
"2015-05-20",18.23,NA
"2015-05-21",18.31,NA
"2015-05-22",18.43,NA
"2015-05-25",18.09,NA
"2015-05-26",17.81,NA
"2015-05-27",18,NA
"2015-05-28",17.46,NA
"2015-05-29",16.69,NA
"2015-06-01",16.56,NA
"2015-06-02",15.45,NA
"2015-06-03",14.84,NA
"2015-06-04",14.39,NA
"2015-06-05",14.58,NA
"2015-06-08",13.67,NA
"2015-06-09",12.6,NA
"2015-06-10",13.13,NA
"2015-06-11",13.2,NA
"2015-06-12",13.27,NA
"2015-06-15",12.69,NA
"2015-06-16",12.93,NA
"2015-06-17",13.1,NA
"2015-06-18",13.06,NA
"2015-06-19",13.43,NA
"2015-06-22",13.7,NA
"2015-06-23",13.83,NA
"2015-06-24",14.26,NA
"2015-06-25",14.42,NA
"2015-06-26",14.77,NA
"2015-06-29",13.38,NA
"2015-06-30",13.09,NA
"2015-07-01",13.97,NA
"2015-07-02",13.52,NA
"2015-07-03",13.24,NA
"2015-07-06",12.72,NA
"2015-07-07",12.63,NA
"2015-07-08",12.14,NA
"2015-07-09",12.82,NA
"2015-07-10",13.49,NA
"2015-07-13",15.11,NA
"2015-07-14",15.48,NA
"2015-07-15",15.58,NA
"2015-07-16",16.37,NA
"2015-07-17",16.15,NA
"2015-07-20",16.66,NA
"2015-07-21",16.08,NA
"2015-07-22",16.01,NA
"2015-07-23",15.01,NA
"2015-07-24",14.35,NA
"2015-07-27",13.11,NA
"2015-07-28",13.73,NA
"2015-07-29",14.4,NA
"2015-07-30",14.69,NA
"2015-07-31",14.73,NA
"2015-08-03",16.07,NA
"2015-08-04",16.93,NA
"2015-08-05",17.19,NA
"2015-08-06",16.5,NA
"2015-08-07",16.57,NA
"2015-08-10",17.02,NA
"2015-08-11",16.27,NA
"2015-08-12",14.2,NA
"2015-08-13",14.4,NA
"2015-08-14",14.22,NA
"2015-08-17",14.39,NA
"2015-08-18",14.4,NA
"2015-08-19",13.12,NA
"2015-08-20",11.04,NA
"2015-08-21",8.85,NA
"2015-08-24",5.68,NA
"2015-08-25",6.34,NA
"2015-08-26",6.45,NA
"2015-08-27",7.73,NA
"2015-08-28",7.91,NA
"2015-08-31",7.86,NA
"2015-09-01",6.32,NA
"2015-09-02",6.43,NA
"2015-09-03",7.43,NA
"2015-09-04",6.7,NA
"2015-09-07",6.22,NA
"2015-09-08",6.64,NA
"2015-09-09",7.04,NA
"2015-09-10",6.65,NA
"2015-09-11",6.7,NA
"2015-09-14",6.4,NA
"2015-09-15",6.81,NA
"2015-09-16",7.68,NA
"2015-09-17",7.74,NA
"2015-09-18",7.09,NA
"2015-09-21",7.13,NA
"2015-09-22",6.45,NA
"2015-09-23",6.6,NA
"2015-09-24",6.66,NA
"2015-09-25",6.76,NA
"2015-09-28",5.83,NA
"2015-09-29",5.21,NA
"2015-09-30",6.46,NA
"2015-10-01",6.47,NA
"2015-10-02",7.12,NA
"2015-10-05",9.1,NA
"2015-10-06",8.58,NA
"2015-10-07",8.56,NA
"2015-10-08",9.48,NA
"2015-10-09",9.76,NA
"2015-10-12",10.2,NA
"2015-10-13",10.7,NA
"2015-10-14",10.73,NA
"2015-10-15",11.43,NA
"2015-10-16",12.43,NA
"2015-10-19",13.23,NA
"2015-10-20",12.04,NA
"2015-10-21",11.76,NA
"2015-10-22",11.73,NA
"2015-10-23",12.71,NA
"2015-10-26",12.6,NA
"2015-10-27",12.14,NA
"2015-10-28",12.72,NA
"2015-10-29",12.73,NA
"2015-10-30",11.97,NA
"2015-11-02",11.88,NA
"2015-11-03",11.38,NA
"2015-11-04",11.56,NA
"2015-11-05",11.87,NA
"2015-11-06",11.8,NA
"2015-11-09",11.08,NA
"2015-11-10",11.32,NA
"2015-11-11",11.24,NA
"2015-11-12",10.47,NA
"2015-11-13",10.02,NA
"2015-11-16",10.22,NA
"2015-11-17",11.18,NA
"2015-11-18",11.5,NA
"2015-11-19",11.55,NA
"2015-11-20",11.96,NA
"2015-11-23",11.95,NA
"2015-11-24",10.67,NA
"2015-11-25",11.06,NA
"2015-11-26",11,NA
"2015-11-27",11.01,NA
"2015-11-30",10.85,NA
"2015-12-01",10.79,NA
"2015-12-02",11.46,NA
"2015-12-03",9.44,NA
"2015-12-04",8.52,NA
"2015-12-07",9.1,NA
"2015-12-08",7.81,NA
"2015-12-09",7.35,NA
"2015-12-10",7.97,NA
"2015-12-11",7.58,NA
"2015-12-14",6.95,NA
"2015-12-15",8.49,NA
"2015-12-16",9.97,NA
"2015-12-17",10.77,NA
"2015-12-18",9.52,NA
"2015-12-21",7.43,NA
"2015-12-22",7.03,NA
"2015-12-23",7.15,NA
"2015-12-24",6.78,NA
"2015-12-25",6.79,NA
"2015-12-28",6.64,NA
"2015-12-29",7.25,NA
"2015-12-30",6.95,NA
"2015-12-31",6.76,NA
"2016-01-01",6.6,NA
"2016-01-04",5.74,NA
"2016-01-05",6.02,NA
"2016-01-06",5.73,NA
"2016-01-07",4.82,NA
"2016-01-08",3.73,NA
"2016-01-11",2.44,NA
"2016-01-12",3.07,NA
"2016-01-13",2.69,NA
"2016-01-14",1.59,NA
"2016-01-15",1.01,NA
"2016-01-18",0.37,NA
"2016-01-19",0.08,NA
"2016-01-20",-1.1,NA
"2016-01-21",-0.81,NA
"2016-01-22",0.43,NA
"2016-01-25",-0.86,NA
"2016-01-26",-1.87,NA
"2016-01-27",-2.02,NA
"2016-01-28",-2.04,NA
"2016-01-29",-0.61,NA
"2016-02-01",-0.42,NA
"2016-02-02",-1.07,NA
"2016-02-03",-1.69,NA
"2016-02-04",-2.54,NA
"2016-02-05",-3.32,NA
"2016-02-08",-4.62,NA
"2016-02-09",-5.83,NA
"2016-02-10",-5.34,NA
"2016-02-11",-6.65,NA
"2016-02-12",-6,NA
"2016-02-15",-5.36,NA
"2016-02-16",-4.99,NA
"2016-02-17",-4.28,NA
"2016-02-18",-3.69,NA
"2016-02-19",-4.09,NA
"2016-02-22",-3.5,NA
"2016-02-23",-3.96,NA
"2016-02-24",-4.45,NA
"2016-02-25",-4.22,NA
"2016-02-26",-3.79,NA
"2016-02-29",-3.97,NA
"2016-03-01",-3.34,NA
"2016-03-02",-3.06,NA
"2016-03-03",-2.85,NA
"2016-03-04",-2.81,NA
"2016-03-07",-3.21,NA
"2016-03-08",-3.73,NA
"2016-03-09",-3.9,NA
"2016-03-10",-4.23,NA
"2016-03-11",-4.34,NA
"2016-03-14",-4.1,NA
"2016-03-15",-4.62,NA
"2016-03-16",-4.98,NA
"2016-03-17",-4.9,NA
"2016-03-18",-4.57,NA
"2016-03-21",-4.61,NA
"2016-03-22",-4.64,NA
"2016-03-23",-4.17,NA
"2016-03-24",-4.46,NA
"2016-03-25",-3.7,NA
"2016-03-28",-3.43,NA
"2016-03-29",-3.56,NA
"2016-03-30",-3.93,NA
"2016-03-31",-4.27,NA
"2016-04-01",-4.29,NA
"2016-04-04",-4.07,NA
"2016-04-05",-4.43,NA
"2016-04-06",-4.5,NA
"2016-04-07",-5.06,NA
"2016-04-08",-5.41,NA
"2016-04-11",-6.1,NA
"2016-04-12",-6.4,NA
"2016-04-13",-5.41,NA
"2016-04-14",-4.89,NA
"2016-04-15",-5.12,NA
"2016-04-18",-4.43,NA
"2016-04-19",-3.41,NA
"2016-04-20",-3.53,NA
"2016-04-21",-3.82,NA
"2016-04-22",-3.71,NA
"2016-04-25",-3.58,NA
"2016-04-26",-3.72,NA
"2016-04-27",-3.46,NA
"2016-04-28",-2.9,NA
"2016-04-29",-2.55,NA
"2016-05-02",-1.95,NA
"2016-05-03",-2.4,NA
"2016-05-04",-2.98,NA
"2016-05-05",-2.32,NA
"2016-05-06",-1.19,NA
"2016-05-09",-1.12,NA
"2016-05-10",-1.78,NA
"2016-05-11",-2.24,NA
"2016-05-12",-1.47,6.96
"2016-05-13",-1.19,6.88
"2016-05-16",-1.38,6.63
"2016-05-17",-1.65,6.68
"2016-05-18",-2.01,6.55
"2016-05-19",-3.07,6.49
"2016-05-20",-2.89,6.61
"2016-05-23",-2.72,6.76
"2016-05-24",-2.39,7.28
"2016-05-25",-2.08,7.47
"2016-05-26",-2.06,7.52
"2016-05-27",-1.97,7.52
"2016-05-30",-1.78,7.73
"2016-05-31",-1.41,7.85
"2016-06-01",-1.42,7.96
"2016-06-02",-0.55,8.12
"2016-06-03",-0.34,8.09
"2016-06-06",0.11,8.31
"2016-06-07",0.25,8.64
"2016-06-08",0.82,8.58
"2016-06-09",1.56,8.58
"2016-06-10",0.53,8.65
"2016-06-13",-0.84,8.5
"2016-06-14",-1.1,8.32
"2016-06-15",-0.41,8.27
"2016-06-16",-0.59,8.1
"2016-06-17",-0.85,8.01
"2016-06-20",-0.03,8.34
"2016-06-21",-0.12,8.91
"2016-06-22",-0.71,9.05
"2016-06-23",-0.9,9.35
"2016-06-24",-2.19,8.89
"2016-06-27",-3.14,8.24
"2016-06-28",-2.82,8.14
"2016-06-29",-0.86,8.39
"2016-06-30",0.16,8.52
"2016-07-01",-0.13,8.59
"2016-07-04",0.19,8.73
"2016-07-05",-0.03,8.48
"2016-07-06",-0.19,8.21
"2016-07-07",-0.1,8.15
"2016-07-08",1.35,8.19
"2016-07-11",1.77,8.39
"2016-07-12",1.9,8.47
"2016-07-13",0.79,8.42
"2016-07-14",0.61,8.42
"2016-07-15",0.17,8.49
"2016-07-18",-0.24,8.52
"2016-07-19",-0.46,8.4
"2016-07-20",-0.31,8.51
"2016-07-21",0.09,8.49
"2016-07-22",0.44,8.62
"2016-07-25",0.83,8.67
"2016-07-26",1.24,8.71
"2016-07-27",2.34,8.76
"2016-07-28",1.77,8.74
"2016-07-29",1.41,8.73
"2016-08-01",0.9,8.63
"2016-08-02",0.34,8.22
"2016-08-03",-0.1,8.07
"2016-08-04",0.19,8.19
"2016-08-05",0.5,8.48
"2016-08-08",1.37,8.78
"2016-08-09",1.78,8.85
"2016-08-10",1.48,8.69
"2016-08-11",2.55,8.76
"2016-08-12",3.78,8.77
"2016-08-15",3.46,8.76
"2016-08-16",2.96,8.68
"2016-08-17",2.31,8.9
"2016-08-18",2.31,9.01
"2016-08-19",2.88,9.08
"2016-08-22",4.29,9.12
"2016-08-23",6.59,9.13
"2016-08-24",9.78,9.1
"2016-08-25",8.7,8.98
"2016-08-26",8.31,9.25
"2016-08-29",6.91,9.43
"2016-08-30",6.73,9.33
"2016-08-31",6.8,9.37
"2016-09-01",8.17,9.3
"2016-09-02",8.3,9.3
"2016-09-05",7.5,9.34
"2016-09-06",8.39,9.37
"2016-09-07",8.43,9.29
"2016-09-08",7.4,9.09
"2016-09-09",6.09,8.62
"2016-09-12",6.39,8.45
"2016-09-13",6.27,8.3
"2016-09-14",6.27,8.17
"2016-09-15",6.25,8.11
"2016-09-16",5.71,8.12
"2016-09-19",5.99,8.11
"2016-09-20",6.64,8.11
"2016-09-21",6.6,8.31
"2016-09-22",7.71,8.55
"2016-09-23",7.99,8.5
"2016-09-26",7.98,8.31
"2016-09-27",7.75,8.35
"2016-09-28",9.24,8.47
"2016-09-29",9.76,8.51
"2016-09-30",8.57,8.37
"2016-10-03",8.47,8.5
"2016-10-04",8.33,8.65
"2016-10-05",6.9,8.57
"2016-10-06",6.87,8.64
"2016-10-07",6.41,8.7
"2016-10-10",6.32,8.74
"2016-10-11",6.43,8.56
"2016-10-12",6.38,8.38
"2016-10-13",6.57,8.26
"2016-10-14",7.09,8.22
"2016-10-17",6.27,8.21
"2016-10-18",6.32,8.21
"2016-10-19",6.39,8.17
"2016-10-20",6.75,8.14
"2016-10-21",6.94,8.16
"2016-10-24",6,8.23
"2016-10-25",4.54,8.16
"2016-10-26",3.93,7.99
"2016-10-27",3.82,7.82
"2016-10-28",3.29,7.71
"2016-10-31",2.8,7.63
"2016-11-01",2.83,7.41
"2016-11-02",1.52,7.07
"2016-11-03",0.84,6.88
"2016-11-04",0.57,6.83
"2016-11-07",1.34,7.12
"2016-11-08",1.31,7.16
"2016-11-09",1.68,7.15
"2016-11-10",1.89,7.26
"2016-11-11",1.68,7.3
"2016-11-14",2.59,7.38
"2016-11-15",3.43,7.36
"2016-11-16",3.31,7.33
"2016-11-17",3.05,7.51
"2016-11-18",2.92,7.6
"2016-11-21",2.8,7.69
"2016-11-22",2.71,7.74
"2016-11-23",2.76,7.74
"2016-11-24",3.14,7.68
"2016-11-25",2.49,7.67
"2016-11-28",2.39,7.68
"2016-11-29",2.25,7.64
"2016-11-30",2.16,7.55
"2016-12-01",1.52,7.39
"2016-12-02",1.38,7.6
"2016-12-05",2.98,7.67
