"","8Fundos DEF","8Fundos EW","8Fundos AGR"
"2014-01-23",NA,NA,NA
"2014-01-24",NA,NA,NA
"2014-01-27",NA,NA,NA
"2014-01-28",NA,NA,NA
"2014-01-29",NA,NA,NA
"2014-01-30",NA,NA,NA
"2014-01-31",NA,NA,NA
"2014-02-03",NA,NA,NA
"2014-02-04",NA,NA,NA
"2014-02-05",NA,NA,NA
"2014-02-06",NA,NA,NA
"2014-02-07",NA,NA,NA
"2014-02-10",NA,NA,NA
"2014-02-11",NA,NA,NA
"2014-02-12",NA,NA,NA
"2014-02-13",NA,NA,NA
"2014-02-14",NA,NA,NA
"2014-02-17",NA,NA,NA
"2014-02-18",NA,NA,NA
"2014-02-19",NA,NA,NA
"2014-02-20",NA,NA,NA
"2014-02-21",NA,NA,NA
"2014-02-24",NA,NA,NA
"2014-02-25",NA,NA,NA
"2014-02-26",NA,NA,NA
"2014-02-27",NA,NA,NA
"2014-02-28",NA,NA,NA
"2014-03-03",NA,NA,NA
"2014-03-04",NA,NA,NA
"2014-03-05",NA,NA,NA
"2014-03-06",NA,NA,NA
"2014-03-07",NA,NA,NA
"2014-03-10",NA,NA,NA
"2014-03-11",NA,NA,NA
"2014-03-12",NA,NA,NA
"2014-03-13",NA,NA,NA
"2014-03-14",NA,NA,NA
"2014-03-17",NA,NA,NA
"2014-03-18",NA,NA,NA
"2014-03-19",NA,NA,NA
"2014-03-20",NA,NA,NA
"2014-03-21",NA,NA,NA
"2014-03-24",NA,NA,NA
"2014-03-25",NA,NA,NA
"2014-03-26",NA,NA,NA
"2014-03-27",NA,NA,NA
"2014-03-28",NA,NA,NA
"2014-03-31",NA,NA,NA
"2014-04-01",NA,NA,NA
"2014-04-02",NA,NA,NA
"2014-04-03",NA,NA,NA
"2014-04-04",NA,NA,NA
"2014-04-07",NA,NA,NA
"2014-04-08",NA,NA,NA
"2014-04-09",NA,NA,NA
"2014-04-10",NA,NA,NA
"2014-04-11",NA,NA,NA
"2014-04-14",NA,NA,NA
"2014-04-15",NA,NA,NA
"2014-04-16",NA,NA,NA
"2014-04-17",NA,NA,NA
"2014-04-18",NA,NA,NA
"2014-04-21",NA,NA,NA
"2014-04-22",NA,NA,NA
"2014-04-23",NA,NA,NA
"2014-04-24",NA,NA,NA
"2014-04-25",NA,NA,NA
"2014-04-28",NA,NA,NA
"2014-04-29",NA,NA,NA
"2014-04-30",NA,NA,NA
"2014-05-01",NA,NA,NA
"2014-05-02",NA,NA,NA
"2014-05-05",NA,NA,NA
"2014-05-06",NA,NA,NA
"2014-05-07",NA,NA,NA
"2014-05-08",NA,NA,NA
"2014-05-09",NA,NA,NA
"2014-05-12",NA,NA,NA
"2014-05-13",NA,NA,NA
"2014-05-14",4.48,7.3,8.01
"2014-05-15",4.02,6.5,6.82
"2014-05-16",3.58,5.7,6
"2014-05-19",3.52,5.86,6.52
"2014-05-20",3.34,5.47,5.8
"2014-05-21",3.51,5.67,6.15
"2014-05-22",3.73,6.02,6.64
"2014-05-23",4.2,6.62,7.34
"2014-05-26",4.91,7.68,8.5
"2014-05-27",5.3,8.23,9.1
"2014-05-28",5.52,8.47,9.21
"2014-05-29",5.52,8.11,8.59
"2014-05-30",6,8.75,9.61
"2014-06-02",6.33,9.33,10.19
"2014-06-03",6.49,9.55,10.63
"2014-06-04",6.77,10.02,11.24
"2014-06-05",7.17,10.51,11.83
"2014-06-06",8.07,11.72,13.27
"2014-06-09",8.63,12.47,14.06
"2014-06-10",8.83,12.72,14.12
"2014-06-11",8.74,12.36,13.63
"2014-06-12",9.24,12.97,14.36
"2014-06-13",9.48,13.27,14.89
"2014-06-16",9.23,13,14.33
"2014-06-17",8.91,12.86,14.59
"2014-06-18",8.84,12.55,14.04
"2014-06-19",9.09,12.78,14.3
"2014-06-20",9.36,12.93,14.52
"2014-06-23",10.71,14.34,16.11
"2014-06-24",11.19,14.69,16.14
"2014-06-25",11.88,15.36,16.91
"2014-06-26",11.71,15.13,16.33
"2014-06-27",11.02,14.25,15.46
"2014-06-30",10.41,13.49,14.59
"2014-07-01",10.43,13.55,14.98
"2014-07-02",10.22,13.27,14.35
"2014-07-03",10.23,13.35,14.77
"2014-07-04",10.52,13.76,15.18
"2014-07-07",10.15,13.02,14.21
"2014-07-08",9.75,11.91,12.7
"2014-07-09",9.27,11.36,12.28
"2014-07-10",8.52,10.35,11
"2014-07-11",8.64,10.39,11.15
"2014-07-14",8.4,10.28,11.09
"2014-07-15",8.28,10.07,10.85
"2014-07-16",8.43,10.36,11.24
"2014-07-17",8.41,10.44,11.42
"2014-07-18",8.23,10.34,11.35
"2014-07-21",7.97,9.87,10.69
"2014-07-22",8.21,10.34,11.49
"2014-07-23",8.34,10.54,11.61
"2014-07-24",8.43,10.7,11.93
"2014-07-25",8.63,10.71,11.76
"2014-07-28",8.66,10.7,11.65
"2014-07-29",8.77,10.95,12.13
"2014-07-30",8.71,10.95,12.11
"2014-07-31",8.07,9.96,10.66
"2014-08-01",7.57,9.14,9.77
"2014-08-04",7.47,8.67,9.11
"2014-08-05",7.07,8.32,8.94
"2014-08-06",6.78,7.88,8.38
"2014-08-07",6.82,7.85,8.36
"2014-08-08",7.01,8.23,8.86
"2014-08-11",7.49,9,9.76
"2014-08-12",7.39,8.81,9.48
"2014-08-13",7.52,8.93,9.68
"2014-08-14",7.93,9.13,9.8
"2014-08-15",8.11,9.18,9.83
"2014-08-18",8.74,9.99,10.92
"2014-08-19",9.73,11.46,12.69
"2014-08-20",10.14,11.92,13.25
"2014-08-21",10.3,12.37,13.66
"2014-08-22",10.51,12.56,13.97
"2014-08-25",10.74,12.6,13.87
"2014-08-26",10.76,12.75,14.19
"2014-08-27",10.92,12.99,14.41
"2014-08-28",11.18,13.58,15.49
"2014-08-29",11.51,13.99,15.81
"2014-09-01",11.2,13.53,15.17
"2014-09-02",11.29,13.86,15.81
"2014-09-03",11.25,13.8,15.62
"2014-09-04",11.5,13.89,15.84
"2014-09-05",11.67,13.94,15.6
"2014-09-08",11.75,13.83,15.35
"2014-09-09",11.23,13.31,14.75
"2014-09-10",10.77,12.78,14.26
"2014-09-11",10.61,12.35,13.63
"2014-09-12",10.16,11.98,13.2
"2014-09-15",9.87,11.63,13.01
"2014-09-16",9.72,11.4,12.77
"2014-09-17",9.53,11.14,12.38
"2014-09-18",9.65,11.47,12.81
"2014-09-19",9.55,11.32,12.6
"2014-09-22",9.11,10.82,12.03
"2014-09-23",8.84,10.4,11.62
"2014-09-24",9.06,10.85,12.45
"2014-09-25",8.77,10.43,11.66
"2014-09-26",8.7,10.44,12.06
"2014-09-29",8.44,10.1,11.61
"2014-09-30",8.62,10.34,12.04
"2014-10-01",8.66,10.18,11.64
"2014-10-02",8.01,9.18,10.37
"2014-10-03",8.59,10.11,12.06
"2014-10-06",9,10.65,12.46
"2014-10-07",8.56,9.78,11.07
"2014-10-08",8.49,9.66,11.25
"2014-10-09",8.6,9.77,11.3
"2014-10-10",8.07,8.86,10.3
"2014-10-13",7.49,7.77,8.56
"2014-10-14",7.14,7.26,8.2
"2014-10-15",6.72,6.5,7.02
"2014-10-16",6.13,5.77,6.56
"2014-10-17",6.77,6.85,7.69
"2014-10-20",6.59,6.75,7.69
"2014-10-21",6.96,7.37,8.58
"2014-10-22",6.98,7.44,8.58
"2014-10-23",6.89,7.52,8.9
"2014-10-24",7.09,7.89,9.32
"2014-10-27",7.03,7.75,9.07
"2014-10-28",7.19,8.04,9.55
"2014-10-29",7.29,8.25,9.77
"2014-10-30",7.42,8.42,10.14
"2014-10-31",8.03,9.38,11.39
"2014-11-03",7.82,9.01,10.81
"2014-11-04",7.73,8.84,10.45
"2014-11-05",7.64,8.73,10.45
"2014-11-06",7.94,9.08,10.96
"2014-11-07",7.96,9.08,10.77
"2014-11-10",7.97,9.26,11.13
"2014-11-11",8.1,9.23,10.79
"2014-11-12",7.92,8.97,10.58
"2014-11-13",8.06,9.17,10.92
"2014-11-14",7.92,9,10.66
"2014-11-17",7.51,8.5,10.1
"2014-11-18",7.49,8.49,10.15
"2014-11-19",7.4,8.47,10.04
"2014-11-20",7.65,8.77,10.6
"2014-11-21",8.53,9.92,11.8
"2014-11-24",8.67,10.03,11.77
"2014-11-25",8.74,10.09,11.83
"2014-11-26",8.61,9.86,11.59
"2014-11-27",8.68,10.03,11.89
"2014-11-28",8.9,10.25,12.13
"2014-12-01",8.51,9.67,11.45
"2014-12-02",8.52,9.82,11.87
"2014-12-03",8.88,10.29,12.45
"2014-12-04",9.1,10.68,12.8
"2014-12-05",9.66,11.48,13.92
"2014-12-08",9.78,11.6,13.88
"2014-12-09",9.2,10.75,12.76
"2014-12-10",8.73,10.15,11.96
"2014-12-11",8.61,10.15,12.41
"2014-12-12",8.4,9.76,11.69
"2014-12-15",8.27,9.6,11.31
"2014-12-16",7.91,9.15,11.06
"2014-12-17",8.13,9.5,11.61
"2014-12-18",9.2,11.27,13.94
"2014-12-19",9.3,11.23,13.61
"2014-12-22",9.35,11.1,13.43
"2014-12-23",9.37,11.23,13.63
"2014-12-24",9.19,10.85,13.14
"2014-12-25",9.24,10.82,13.06
"2014-12-26",9.26,10.85,13.11
"2014-12-29",9.47,11.1,13.34
"2014-12-30",9.33,10.82,12.97
"2014-12-31",9.31,10.79,13.04
"2015-01-01",9.21,10.57,12.72
"2015-01-02",9.36,10.65,12.74
"2015-01-05",9.13,10.38,12.35
"2015-01-06",8.67,9.57,11.3
"2015-01-07",9.13,10.33,12.72
"2015-01-08",9.59,11.12,13.82
"2015-01-09",9.51,10.85,13.36
"2015-01-12",9.57,10.87,13.43
"2015-01-13",9.63,11.14,13.97
"2015-01-14",9.56,10.93,13.64
"2015-01-15",10.01,11.48,14.36
"2015-01-16",10.07,11.51,14.54
"2015-01-19",10.02,11.52,14.51
"2015-01-20",10.01,11.52,14.42
"2015-01-21",10,11.56,14.56
"2015-01-22",10.75,12.66,16.27
"2015-01-23",11.86,14.01,17.51
"2015-01-26",12.28,14.77,18.6
"2015-01-27",12.82,15.74,19.76
"2015-01-28",13.22,16.24,20.34
"2015-01-29",12.97,15.91,19.94
"2015-01-30",13.03,15.94,20.05
"2015-02-02",12.83,15.6,19.5
"2015-02-03",12.83,15.77,19.76
"2015-02-04",13.51,17.12,21.94
"2015-02-05",13.88,17.74,22.5
"2015-02-06",13.82,17.82,22.67
"2015-02-09",13.24,16.98,21.34
"2015-02-10",12.95,16.73,21.16
"2015-02-11",12.83,16.53,20.98
"2015-02-12",12.71,16.21,20.39
"2015-02-13",12.63,15.97,20.12
"2015-02-16",12.67,16.19,20.32
"2015-02-17",12.29,15.86,20
"2015-02-18",12.54,16.16,20.35
"2015-02-19",12.62,16.42,20.75
"2015-02-20",12.86,16.77,21.23
"2015-02-23",13.09,16.92,21.27
"2015-02-24",13.14,16.87,21.3
"2015-02-25",13,16.64,20.75
"2015-02-26",13.32,17.2,21.74
"2015-02-27",13.34,17.25,21.56
"2015-03-02",13.18,17.21,21.75
"2015-03-03",13.03,17.13,21.52
"2015-03-04",13.49,17.99,22.98
"2015-03-05",13.36,17.58,22.33
"2015-03-06",13.24,17.64,22.42
"2015-03-09",13.41,17.89,22.94
"2015-03-10",13.68,18.04,22.96
"2015-03-11",14.38,19.03,24.38
"2015-03-12",14.71,19.58,25.16
"2015-03-13",15.26,20.58,26.46
"2015-03-16",15.62,21.32,27.68
"2015-03-17",15.7,21.4,27.59
"2015-03-18",15.77,21.3,27.45
"2015-03-19",15.61,20.9,26.73
"2015-03-20",15.75,20.94,26.81
"2015-03-23",15.36,20.24,25.6
"2015-03-24",15.39,20.26,25.71
"2015-03-25",14.93,19.6,24.78
"2015-03-26",14.5,19.15,24.44
"2015-03-27",14.58,19.35,24.72
"2015-03-30",15,20.14,25.83
"2015-03-31",14.99,19.97,25.43
"2015-04-01",14.87,19.57,24.67
"2015-04-02",14.5,19.03,24.08
"2015-04-03",14.23,18.5,23.29
"2015-04-06",14.18,18.5,23.41
"2015-04-07",14.56,19.2,24.39
"2015-04-08",15.32,20.48,26.3
"2015-04-09",15.94,21.71,27.65
"2015-04-10",16.12,21.95,27.97
"2015-04-13",16.39,22.55,28.98
"2015-04-14",16.8,23.18,29.57
"2015-04-15",17.06,23.5,29.71
"2015-04-16",16.51,22.67,28.65
"2015-04-17",15.57,21.11,26.47
"2015-04-20",15.56,21.16,26.84
"2015-04-21",15.63,21.36,27
"2015-04-22",15.51,21.28,27.03
"2015-04-23",14.99,20.38,25.77
"2015-04-24",15.1,20.57,26.07
"2015-04-27",14.96,20.29,25.79
"2015-04-28",14.78,20.11,25.65
"2015-04-29",14.02,19.19,24.03
"2015-04-30",13.22,17.95,22.46
"2015-05-01",12.97,17.74,22.34
"2015-05-04",13.08,18.12,23.13
"2015-05-05",12.25,17.12,21.8
"2015-05-06",11.48,16.09,20.49
"2015-05-07",11.81,16.63,21.56
"2015-05-08",12.65,17.85,23.13
"2015-05-11",12.28,17.63,22.67
"2015-05-12",11.53,16.52,21.26
"2015-05-13",11.1,15.84,20.08
"2015-05-14",10.95,15.65,20.05
"2015-05-15",11.34,16.07,20.69
"2015-05-18",11.73,16.9,22.11
"2015-05-19",12.48,18.14,23.38
"2015-05-20",12.57,18.23,23.29
"2015-05-21",12.71,18.31,23.57
"2015-05-22",12.79,18.43,23.63
"2015-05-25",12.6,18.09,23.2
"2015-05-26",12.47,17.81,22.7
"2015-05-27",12.61,18,23.23
"2015-05-28",12.2,17.46,22.49
"2015-05-29",11.73,16.69,21.49
"2015-06-01",11.51,16.56,21.46
"2015-06-02",10.66,15.45,19.99
"2015-06-03",10.13,14.84,19.24
"2015-06-04",9.94,14.39,18.62
"2015-06-05",9.98,14.58,18.95
"2015-06-08",9.35,13.67,17.47
"2015-06-09",8.43,12.6,16.48
"2015-06-10",8.6,13.13,17.4
"2015-06-11",8.89,13.2,17.36
"2015-06-12",8.94,13.27,17.31
"2015-06-15",8.5,12.69,16.64
"2015-06-16",8.66,12.93,17.09
"2015-06-17",8.77,13.1,17.18
"2015-06-18",8.76,13.06,17.31
"2015-06-19",9.06,13.43,17.56
"2015-06-22",9.13,13.7,18.06
"2015-06-23",9.24,13.83,18.27
"2015-06-24",9.48,14.26,18.62
"2015-06-25",9.46,14.42,18.84
"2015-06-26",9.6,14.77,19.42
"2015-06-29",8.74,13.38,17.48
"2015-06-30",8.62,13.09,17.16
"2015-07-01",9.09,13.97,18.33
"2015-07-02",8.82,13.52,17.49
"2015-07-03",8.74,13.24,17.33
"2015-07-06",8.49,12.72,16.52
"2015-07-07",8.57,12.63,16.42
"2015-07-08",8.17,12.14,15.86
"2015-07-09",8.48,12.82,16.84
"2015-07-10",8.81,13.49,17.61
"2015-07-13",9.86,15.11,19.76
"2015-07-14",10.09,15.48,20.18
"2015-07-15",10.27,15.58,20.13
"2015-07-16",10.78,16.37,21.15
"2015-07-17",10.69,16.15,20.74
"2015-07-20",10.96,16.66,21.55
"2015-07-21",10.61,16.08,20.48
"2015-07-22",10.6,16.01,20.56
"2015-07-23",10,15.01,19.09
"2015-07-24",9.59,14.35,18.25
"2015-07-27",8.87,13.11,16.67
"2015-07-28",9.19,13.73,17.83
"2015-07-29",9.61,14.4,18.85
"2015-07-30",9.82,14.69,19.04
"2015-07-31",10,14.73,18.91
"2015-08-03",10.87,16.07,20.7
"2015-08-04",11.36,16.93,21.7
"2015-08-05",11.38,17.19,21.99
"2015-08-06",10.97,16.5,20.9
"2015-08-07",11.14,16.57,20.97
"2015-08-10",11.29,17.02,21.82
"2015-08-11",10.95,16.27,20.38
"2015-08-12",9.63,14.2,17.8
"2015-08-13",9.66,14.4,18.38
"2015-08-14",9.5,14.22,18.24
"2015-08-17",9.58,14.39,18.4
"2015-08-18",9.4,14.4,18.54
"2015-08-19",8.67,13.12,16.59
"2015-08-20",7.45,11.04,13.9
"2015-08-21",6.11,8.85,10.94
"2015-08-24",4.11,5.68,7
"2015-08-25",4.29,6.34,7.96
"2015-08-26",4.24,6.45,8.45
"2015-08-27",5.08,7.73,10.12
"2015-08-28",5.13,7.91,10.41
"2015-08-31",5.02,7.86,10.22
"2015-09-01",4.05,6.32,8.1
"2015-09-02",4.1,6.43,8.53
"2015-09-03",4.84,7.43,9.81
"2015-09-04",4.48,6.7,8.56
"2015-09-07",4.18,6.22,7.81
"2015-09-08",4.33,6.64,8.5
"2015-09-09",4.64,7.04,8.89
"2015-09-10",4.41,6.65,8.52
"2015-09-11",4.55,6.7,8.44
"2015-09-14",4.36,6.4,8.06
"2015-09-15",4.63,6.81,8.89
"2015-09-16",5.07,7.68,9.87
"2015-09-17",5.18,7.74,9.81
"2015-09-18",4.87,7.09,8.92
"2015-09-21",4.86,7.13,9.12
"2015-09-22",4.41,6.45,8.24
"2015-09-23",4.46,6.6,8.49
"2015-09-24",4.49,6.66,8.54
"2015-09-25",4.46,6.76,8.56
"2015-09-28",3.82,5.83,7.54
"2015-09-29",3.47,5.21,6.79
"2015-09-30",4.34,6.46,8.55
"2015-10-01",4.37,6.47,8.31
"2015-10-02",4.76,7.12,9.28
"2015-10-05",6.01,9.1,12.01
"2015-10-06",5.67,8.58,10.83
"2015-10-07",5.53,8.56,11.16
"2015-10-08",6.01,9.48,12.47
"2015-10-09",6.13,9.76,12.54
"2015-10-12",6.48,10.2,13.24
"2015-10-13",6.69,10.7,13.73
"2015-10-14",6.71,10.73,13.91
"2015-10-15",7.09,11.43,14.8
"2015-10-16",7.7,12.43,16.25
"2015-10-19",8.33,13.23,16.85
"2015-10-20",7.53,12.04,15.43
"2015-10-21",7.46,11.76,15
"2015-10-22",7.53,11.73,15.19
"2015-10-23",8.14,12.71,16.5
"2015-10-26",8.13,12.6,15.93
"2015-10-27",7.91,12.14,15.43
"2015-10-28",8.21,12.72,16.43
"2015-10-29",8.07,12.73,16.23
"2015-10-30",7.66,11.97,15.34
"2015-11-02",7.54,11.88,15.18
"2015-11-03",7.17,11.38,14.6
"2015-11-04",7.25,11.56,14.82
"2015-11-05",7.44,11.87,15.36
"2015-11-06",7.33,11.8,15.22
"2015-11-09",6.85,11.08,14.05
"2015-11-10",7,11.32,14.67
"2015-11-11",6.94,11.24,14.4
"2015-11-12",6.47,10.47,13.27
"2015-11-13",6.27,10.02,12.78
"2015-11-16",6.42,10.22,13.18
"2015-11-17",7.02,11.18,14.23
"2015-11-18",7.25,11.5,14.65
"2015-11-19",7.27,11.55,14.61
"2015-11-20",7.54,11.96,15.3
"2015-11-23",7.52,11.95,15.11
"2015-11-24",6.62,10.67,13.51
"2015-11-25",6.78,11.06,14.22
"2015-11-26",6.67,11,14.25
"2015-11-27",6.71,11.01,14.22
"2015-11-30",6.6,10.85,13.88
"2015-12-01",6.58,10.79,13.74
"2015-12-02",7.05,11.46,14.53
"2015-12-03",5.59,9.44,11.33
"2015-12-04",5.03,8.52,10.72
"2015-12-07",5.51,9.1,11.43
"2015-12-08",4.69,7.81,9.61
"2015-12-09",4.42,7.35,9.19
"2015-12-10",4.79,7.97,10.01
"2015-12-11",4.64,7.58,9.41
"2015-12-14",4.1,6.95,8.52
"2015-12-15",4.99,8.49,11.08
"2015-12-16",5.94,9.97,12.96
"2015-12-17",6.56,10.77,13.44
"2015-12-18",5.84,9.52,11.54
"2015-12-21",4.54,7.43,9.09
"2015-12-22",4.16,7.03,8.74
"2015-12-23",4.12,7.15,9.12
"2015-12-24",4.01,6.78,8.5
"2015-12-25",4.01,6.79,8.5
"2015-12-28",3.92,6.64,8.24
"2015-12-29",4.22,7.25,9.14
"2015-12-30",3.96,6.95,8.64
"2015-12-31",3.86,6.76,8.38
"2016-01-01",3.71,6.6,8.18
"2016-01-04",3.29,5.74,6.99
"2016-01-05",3.4,6.02,7.49
"2016-01-06",3.3,5.73,7.18
"2016-01-07",2.67,4.82,5.96
"2016-01-08",1.99,3.73,4.28
"2016-01-11",1.13,2.44,2.64
"2016-01-12",1.53,3.07,3.68
"2016-01-13",1.26,2.69,2.9
"2016-01-14",0.48,1.59,1.76
"2016-01-15",0.02,1.01,0.99
"2016-01-18",-0.43,0.37,0.26
"2016-01-19",-0.68,0.08,-0.32
"2016-01-20",-1.41,-1.1,-1.44
"2016-01-21",-1.25,-0.81,-0.77
"2016-01-22",-0.45,0.43,0.53
"2016-01-25",-1.29,-0.86,-1.54
"2016-01-26",-2.07,-1.87,-2.21
"2016-01-27",-2.15,-2.02,-2.5
"2016-01-28",-2.09,-2.04,-2.41
"2016-01-29",-1.16,-0.61,-0.39
"2016-02-01",-1.12,-0.42,-0.49
"2016-02-02",-1.51,-1.07,-1.29
"2016-02-03",-1.92,-1.69,-2.1
"2016-02-04",-2.4,-2.54,-3.03
"2016-02-05",-2.86,-3.32,-4.18
"2016-02-08",-3.65,-4.62,-5.81
"2016-02-09",-4.41,-5.83,-6.98
"2016-02-10",-4,-5.34,-6.33
"2016-02-11",-4.82,-6.65,-7.93
"2016-02-12",-4.52,-6,-6.92
"2016-02-15",-4.18,-5.36,-6.38
"2016-02-16",-3.89,-4.99,-5.73
"2016-02-17",-3.42,-4.28,-4.74
"2016-02-18",-2.8,-3.69,-4.37
"2016-02-19",-3.14,-4.09,-4.69
"2016-02-22",-2.72,-3.5,-3.95
"2016-02-23",-3.02,-3.96,-4.64
"2016-02-24",-3.41,-4.45,-5.13
"2016-02-25",-3.31,-4.22,-4.79
"2016-02-26",-3.05,-3.79,-4.15
"2016-02-29",-3.08,-3.97,-4.66
"2016-03-01",-2.73,-3.34,-3.63
"2016-03-02",-2.48,-3.06,-3.52
