"","1 Ano","3 Anos","5 Anos","10 Anos"
"93",NA,NA,NA,NA
"94",NA,NA,NA,NA
"95",NA,NA,NA,NA
"96",NA,NA,NA,NA
"97",NA,NA,NA,NA
"98",NA,NA,NA,NA
"99",NA,NA,NA,NA
"100",NA,NA,NA,NA
"101",NA,NA,NA,NA
"102",NA,NA,NA,NA
"103",NA,NA,NA,NA
"104",NA,NA,NA,NA
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,NA,NA,NA
"109",NA,NA,NA,NA
"110",NA,NA,NA,NA
"111",NA,NA,NA,NA
"112",NA,NA,NA,NA
"113",NA,NA,NA,NA
"114",NA,NA,NA,NA
"115",NA,NA,NA,NA
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,NA,NA,NA
"122",NA,NA,NA,NA
"123",NA,NA,NA,NA
"124",NA,NA,NA,NA
"125",NA,NA,NA,NA
"126",NA,NA,NA,NA
"127",NA,NA,NA,NA
"128",NA,NA,NA,NA
"129",NA,NA,NA,NA
"130",NA,NA,NA,NA
"131",NA,NA,NA,NA
"132",NA,NA,NA,NA
"133",NA,NA,NA,NA
"134",NA,NA,NA,NA
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,NA,NA,NA
"138",NA,NA,NA,NA
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,NA,NA,NA
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,NA,NA,NA
"162",NA,NA,NA,NA
"163",NA,NA,NA,NA
"164",NA,NA,NA,NA
"165",NA,NA,NA,NA
"166",NA,NA,NA,NA
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,NA,NA,NA
"170",NA,NA,NA,NA
"171",NA,NA,NA,NA
"172",NA,NA,NA,NA
"173",NA,NA,NA,NA
"174",NA,NA,NA,NA
"175",NA,NA,NA,NA
"176",NA,NA,NA,NA
"177",NA,NA,NA,NA
"178",NA,NA,NA,NA
"179",NA,NA,NA,NA
"180",NA,NA,NA,NA
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,NA,NA,NA
"185",NA,NA,NA,NA
"186",NA,NA,NA,NA
"187",NA,NA,NA,NA
"188",NA,NA,NA,NA
"189",NA,NA,NA,NA
"190",NA,NA,NA,NA
"191",NA,NA,NA,NA
"192",NA,NA,NA,NA
"193",NA,NA,NA,NA
"194",NA,NA,NA,NA
"195",NA,NA,NA,NA
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,NA
"199",NA,NA,NA,NA
"200",NA,NA,NA,NA
"201",NA,NA,NA,NA
"202",NA,NA,NA,NA
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,NA,NA,NA
"206",NA,NA,NA,NA
"207",NA,NA,NA,NA
"208",NA,NA,NA,NA
"209",NA,NA,NA,NA
"210",NA,NA,NA,NA
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,NA,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,NA,NA,NA
"221",NA,NA,NA,NA
"222",NA,NA,NA,NA
"223",NA,NA,NA,NA
"224",NA,NA,NA,NA
"225",NA,NA,NA,NA
"226",NA,NA,NA,NA
"227",NA,NA,NA,NA
"228",NA,NA,NA,NA
"229",NA,NA,NA,NA
"230",NA,NA,NA,NA
"231",NA,NA,NA,NA
"232",NA,NA,NA,NA
"233",NA,NA,NA,NA
"234",NA,NA,NA,NA
"235",NA,NA,NA,NA
"236",NA,NA,NA,NA
"237",NA,NA,NA,NA
"238",NA,NA,NA,NA
"239",NA,NA,NA,NA
"240",NA,NA,NA,NA
"241",NA,NA,NA,NA
"242",NA,NA,NA,NA
"243",NA,NA,NA,NA
"244",NA,NA,NA,NA
"245",NA,NA,NA,NA
"246",NA,NA,NA,NA
"247",NA,NA,NA,NA
"248",NA,NA,NA,NA
"249",NA,NA,NA,NA
"250",NA,NA,NA,NA
"251",NA,NA,NA,NA
"252",NA,NA,NA,NA
"253",NA,NA,NA,NA
"254",NA,NA,NA,NA
"255",NA,NA,NA,NA
"256",NA,NA,NA,NA
"257",NA,NA,NA,NA
"258",NA,NA,NA,NA
"259",NA,NA,NA,NA
"260",NA,NA,NA,NA
"261",NA,NA,NA,NA
"262",NA,NA,NA,NA
"263",-17.84,NA,NA,NA
"264",-18.29,NA,NA,NA
"265",-17.89,NA,NA,NA
"266",-17.7,NA,NA,NA
"267",-17.01,NA,NA,NA
"268",-16.36,NA,NA,NA
"269",-16.46,NA,NA,NA
"270",-16.76,NA,NA,NA
"271",-16.94,NA,NA,NA
"272",-16.35,NA,NA,NA
"273",-16.54,NA,NA,NA
"274",-16.47,NA,NA,NA
"275",-15.83,NA,NA,NA
"276",-15.31,NA,NA,NA
"277",-15.91,NA,NA,NA
"278",-15.76,NA,NA,NA
"279",-15.31,NA,NA,NA
"280",-15.32,NA,NA,NA
"281",-15.12,NA,NA,NA
"282",-15.64,NA,NA,NA
"283",-15.51,NA,NA,NA
"284",-16.66,NA,NA,NA
"285",-17.66,NA,NA,NA
"286",-17.11,NA,NA,NA
"287",-17.89,NA,NA,NA
"288",-17.96,NA,NA,NA
"289",-18.2,NA,NA,NA
"290",-17.75,NA,NA,NA
"291",-17.65,NA,NA,NA
"292",-17.92,NA,NA,NA
"293",-18.04,NA,NA,NA
"294",-16.99,NA,NA,NA
"295",-16.25,NA,NA,NA
"296",-15.28,NA,NA,NA
"297",-17.22,NA,NA,NA
"298",-17.83,NA,NA,NA
"299",-17.31,NA,NA,NA
"300",-18.36,NA,NA,NA
"301",-18.52,NA,NA,NA
"302",-18.48,NA,NA,NA
"303",-18.48,NA,NA,NA
"304",-18.24,NA,NA,NA
"305",-18.68,NA,NA,NA
"306",-18.79,NA,NA,NA
"307",-19.55,NA,NA,NA
"308",-19.21,NA,NA,NA
"309",-19.75,NA,NA,NA
"310",-19.06,NA,NA,NA
"311",-21.25,NA,NA,NA
"312",-21.84,NA,NA,NA
"313",-21.71,NA,NA,NA
"314",-22.87,NA,NA,NA
"315",-23.96,NA,NA,NA
"316",-23.93,NA,NA,NA
"317",-24.18,NA,NA,NA
"318",-24.11,NA,NA,NA
"319",-23.36,NA,NA,NA
"320",-23.21,NA,NA,NA
"321",-24.45,NA,NA,NA
"322",-25.7,NA,NA,NA
"323",-25.56,NA,NA,NA
"324",-26.12,NA,NA,NA
"325",-24.81,NA,NA,NA
"326",-23.87,NA,NA,NA
"327",-24.29,NA,NA,NA
"328",-23.69,NA,NA,NA
"329",-23.35,NA,NA,NA
"330",-21.69,NA,NA,NA
"331",-22.15,NA,NA,NA
"332",-20.65,NA,NA,NA
"333",-20.71,NA,NA,NA
"334",-19.69,NA,NA,NA
"335",-19.34,NA,NA,NA
"336",-19.03,NA,NA,NA
"337",-19.76,NA,NA,NA
"338",-19.21,NA,NA,NA
"339",-17.29,NA,NA,NA
"340",-16.93,NA,NA,NA
"341",-17.69,NA,NA,NA
"342",-14.54,NA,NA,NA
"343",-12.89,NA,NA,NA
"344",-14.47,NA,NA,NA
"345",-14.3,NA,NA,NA
"346",-14.01,NA,NA,NA
"347",-11.63,NA,NA,NA
"348",-12.07,NA,NA,NA
"349",-13.85,NA,NA,NA
"350",-14.1,NA,NA,NA
"351",-15.79,NA,NA,NA
"352",-15.01,NA,NA,NA
"353",-15.34,NA,NA,NA
"354",-15.14,NA,NA,NA
"355",-14.03,NA,NA,NA
"356",-13.62,NA,NA,NA
"357",-14.07,NA,NA,NA
"358",-14.91,NA,NA,NA
"359",-14.5,NA,NA,NA
"360",-15.42,NA,NA,NA
"361",-14.98,NA,NA,NA
"362",-15.4,NA,NA,NA
"363",-12.83,NA,NA,NA
"364",-12.87,NA,NA,NA
"365",-13.13,NA,NA,NA
"366",-12.86,NA,NA,NA
"367",-13.55,NA,NA,NA
"368",-14.82,NA,NA,NA
"369",-14.6,NA,NA,NA
"370",-16.95,NA,NA,NA
"371",-18.55,NA,NA,NA
"372",-15.46,NA,NA,NA
"373",-18.03,NA,NA,NA
"374",-18.9,NA,NA,NA
"375",-18.87,NA,NA,NA
"376",-18.71,NA,NA,NA
"377",-19.75,NA,NA,NA
"378",-21.15,NA,NA,NA
"379",-19.61,NA,NA,NA
"380",-20.11,NA,NA,NA
"381",-21.56,NA,NA,NA
"382",-22,NA,NA,NA
"383",-24.11,NA,NA,NA
"384",-26.12,NA,NA,NA
"385",-29.01,NA,NA,NA
"386",-30.94,NA,NA,NA
"387",-33.62,NA,NA,NA
"388",-29.92,NA,NA,NA
"389",-29.16,NA,NA,NA
"390",-31.25,NA,NA,NA
"391",-32.03,NA,NA,NA
"392",-31.22,NA,NA,NA
"393",-29.09,NA,NA,NA
"394",-28.55,NA,NA,NA
"395",-29.97,NA,NA,NA
"396",-31.25,NA,NA,NA
"397",-32.29,NA,NA,NA
"398",-32.92,NA,NA,NA
"399",-32.17,NA,NA,NA
"400",-30.99,NA,NA,NA
"401",-29.44,NA,NA,NA
"402",-28.12,NA,NA,NA
"403",-27.56,NA,NA,NA
"404",-26.17,NA,NA,NA
"405",-26.71,NA,NA,NA
"406",-27.85,NA,NA,NA
"407",-26.8,NA,NA,NA
"408",-26.35,NA,NA,NA
"409",-26.82,NA,NA,NA
"410",-28.56,NA,NA,NA
"411",-28.29,NA,NA,NA
"412",-29.22,NA,NA,NA
"413",-29.47,NA,NA,NA
"414",-29.2,NA,NA,NA
"415",-29.83,NA,NA,NA
"416",-31.57,NA,NA,NA
"417",-30.68,NA,NA,NA
"418",-28.75,NA,NA,NA
"419",-29.13,NA,NA,NA
"420",-27.81,NA,NA,NA
"421",-27.21,NA,NA,NA
"422",-27.12,NA,NA,NA
"423",-29.79,NA,NA,NA
"424",-30.12,NA,NA,NA
"425",-29.2,NA,NA,NA
"426",-29.05,NA,NA,NA
"427",-30.05,NA,NA,NA
"428",-29.18,NA,NA,NA
"429",-29.5,NA,NA,NA
"430",-29.21,NA,NA,NA
"431",-30.18,NA,NA,NA
"432",-31.03,NA,NA,NA
"433",-31.55,NA,NA,NA
"434",-30.75,NA,NA,NA
"435",-30.9,NA,NA,NA
"436",-30.58,NA,NA,NA
"437",-29.69,NA,NA,NA
"438",-30.61,NA,NA,NA
"439",-31.43,NA,NA,NA
"440",-31.39,NA,NA,NA
"441",-31.39,NA,NA,NA
"442",-31.33,NA,NA,NA
"443",-31.47,NA,NA,NA
"444",-29.83,NA,NA,NA
"445",-28.58,NA,NA,NA
"446",-28.58,NA,NA,NA
"447",-26.88,NA,NA,NA
"448",-25.37,NA,NA,NA
"449",-22.65,NA,NA,NA
"450",-23.79,NA,NA,NA
"451",-24.09,NA,NA,NA
"452",-23.55,NA,NA,NA
"453",-23.62,NA,NA,NA
"454",-22.69,NA,NA,NA
"455",-24.57,NA,NA,NA
"456",-23.03,NA,NA,NA
"457",-22.74,NA,NA,NA
"458",-21.9,NA,NA,NA
"459",-22.52,NA,NA,NA
"460",-20.92,NA,NA,NA
"461",-21.15,NA,NA,NA
"462",-20.79,NA,NA,NA
"463",-22.14,NA,NA,NA
"464",-22.1,NA,NA,NA
"465",-20.22,NA,NA,NA
"466",-21.38,NA,NA,NA
"467",-21.05,NA,NA,NA
"468",-22.48,NA,NA,NA
"469",-23.75,NA,NA,NA
"470",-22.69,NA,NA,NA
"471",-21.61,NA,NA,NA
"472",-20.02,NA,NA,NA
"473",-20.81,NA,NA,NA
"474",-22.4,NA,NA,NA
"475",-21.83,NA,NA,NA
"476",-22.34,NA,NA,NA
"477",-22.94,NA,NA,NA
"478",-22.93,NA,NA,NA
"479",-23.11,NA,NA,NA
"480",-23.86,NA,NA,NA
"481",-24.49,NA,NA,NA
"482",-25.25,NA,NA,NA
"483",-26.15,NA,NA,NA
"484",-26.02,NA,NA,NA
"485",-26.62,NA,NA,NA
"486",-27.67,NA,NA,NA
"487",-27.35,NA,NA,NA
"488",-28.49,NA,NA,NA
"489",-28.69,NA,NA,NA
"490",-27.3,NA,NA,NA
"491",-28.46,NA,NA,NA
"492",-29.21,NA,NA,NA
"493",-29.09,NA,NA,NA
"494",-27.08,NA,NA,NA
"495",-26.04,NA,NA,NA
"496",-25.93,NA,NA,NA
"497",-25.6,NA,NA,NA
"498",-24.87,NA,NA,NA
"499",-23.57,NA,NA,NA
"500",-21.65,NA,NA,NA
"501",-24.91,NA,NA,NA
"502",-24.87,NA,NA,NA
"503",-23.61,NA,NA,NA
"504",-23.67,NA,NA,NA
"505",-23.56,NA,NA,NA
"506",-22.77,NA,NA,NA
"507",-22.37,NA,NA,NA
"508",-23.52,NA,NA,NA
"509",-22.88,NA,NA,NA
"510",-21.65,NA,NA,NA
"511",-21.59,NA,NA,NA
"512",-21.72,NA,NA,NA
"513",-21.64,NA,NA,NA
"514",-21.86,NA,NA,NA
"515",-21.66,NA,NA,NA
"516",-19.37,NA,NA,NA
"517",-18.42,NA,NA,NA
"518",-19.26,NA,NA,NA
"519",-18.66,NA,NA,NA
"520",-17.54,NA,NA,NA
"521",-16.92,NA,NA,NA
"522",-16.2,NA,NA,NA
"523",-17.73,NA,NA,NA
"524",-18.47,NA,NA,NA
"525",-17.46,NA,NA,NA
"526",-16.9,NA,NA,NA
"527",-17.06,NA,NA,NA
"528",-17.22,NA,NA,NA
"529",-17.96,NA,NA,NA
"530",-17.76,NA,NA,NA
"531",-16.82,NA,NA,NA
"532",-17.54,NA,NA,NA
"533",-16.95,NA,NA,NA
"534",-16.82,NA,NA,NA
"535",-16,NA,NA,NA
"536",-16.59,NA,NA,NA
"537",-16.68,NA,NA,NA
"538",-17.85,NA,NA,NA
"539",-17.82,NA,NA,NA
"540",-19.02,NA,NA,NA
"541",-18.82,NA,NA,NA
"542",-18.89,NA,NA,NA
"543",-17.63,NA,NA,NA
"544",-17.12,NA,NA,NA
"545",-17.99,NA,NA,NA
"546",-17.61,NA,NA,NA
"547",-17.62,NA,NA,NA
"548",-17.84,NA,NA,NA
"549",-15.96,NA,NA,NA
"550",-15.62,NA,NA,NA
"551",-16.34,NA,NA,NA
"552",-17.16,NA,NA,NA
"553",-16.74,NA,NA,NA
"554",-15.81,NA,NA,NA
"555",-15.58,NA,NA,NA
"556",-16.4,NA,NA,NA
"557",-15.56,NA,NA,NA
"558",-15.86,NA,NA,NA
"559",-14.16,NA,NA,NA
"560",-13.66,NA,NA,NA
"561",-14.08,NA,NA,NA
"562",-13.05,NA,NA,NA
"563",-13.86,NA,NA,NA
"564",-15.17,NA,NA,NA
"565",-15.27,NA,NA,NA
"566",-15.57,NA,NA,NA
"567",-14.46,NA,NA,NA
"568",-15.25,NA,NA,NA
"569",-14.38,NA,NA,NA
"570",-13.92,NA,NA,NA
"571",-12.13,NA,NA,NA
"572",-12.75,NA,NA,NA
"573",-10.39,NA,NA,NA
"574",-10.09,NA,NA,NA
"575",-9.48,NA,NA,NA
"576",-9.72,NA,NA,NA
"577",-8.47,NA,NA,NA
"578",-8.81,NA,NA,NA
"579",-9.1,NA,NA,NA
"580",-9.8,NA,NA,NA
"581",-10.08,NA,NA,NA
"582",-9.85,NA,NA,NA
"583",-8.26,NA,NA,NA
"584",-6.15,NA,NA,NA
"585",-5.12,NA,NA,NA
"586",-3.9,NA,NA,NA
"587",-5.3,NA,NA,NA
"588",-5.38,NA,NA,NA
"589",-5.08,NA,NA,NA
"590",-4.59,NA,NA,NA
"591",-4.15,NA,NA,NA
"592",-4.89,NA,NA,NA
"593",-4.03,NA,NA,NA
"594",-3.87,NA,NA,NA
"595",-2.4,NA,NA,NA
"596",-2.37,NA,NA,NA
"597",-3.9,NA,NA,NA
"598",-3.02,NA,NA,NA
"599",-2.02,NA,NA,NA
"600",-1.73,NA,NA,NA
"601",-3.4,NA,NA,NA
"602",-2.59,NA,NA,NA
"603",-1.93,NA,NA,NA
"604",-4.73,NA,NA,NA
"605",-5.38,NA,NA,NA
"606",-5.24,NA,NA,NA
"607",-4.66,NA,NA,NA
"608",-6.06,NA,NA,NA
"609",-6.15,NA,NA,NA
"610",-6.28,NA,NA,NA
"611",-4.11,NA,NA,NA
"612",-3.16,NA,NA,NA
"613",-1.69,NA,NA,NA
"614",-2.58,NA,NA,NA
"615",-2.01,NA,NA,NA
"616",-2.9,NA,NA,NA
"617",-3.05,NA,NA,NA
"618",-4.02,NA,NA,NA
"619",-5.13,NA,NA,NA
"620",-5.49,NA,NA,NA
"621",-5.88,NA,NA,NA
"622",-4.49,NA,NA,NA
"623",-3.33,NA,NA,NA
"624",-3,NA,NA,NA
"625",-4.31,NA,NA,NA
"626",-2.81,NA,NA,NA
"627",-3.1,NA,NA,NA
"628",-3.38,NA,NA,NA
"629",-2.59,NA,NA,NA
"630",-0.27,NA,NA,NA
"631",0.27,NA,NA,NA
"632",2.28,NA,NA,NA
"633",2.66,NA,NA,NA
"634",-0.04,NA,NA,NA
"635",2.87,NA,NA,NA
"636",2.89,NA,NA,NA
"637",3.12,NA,NA,NA
"638",3.48,NA,NA,NA
"639",4.58,NA,NA,NA
"640",6.25,NA,NA,NA
"641",3.3,NA,NA,NA
"642",2.04,NA,NA,NA
"643",3.83,NA,NA,NA
"644",5.25,NA,NA,NA
"645",8.73,NA,NA,NA
"646",11.97,NA,NA,NA
"647",16.29,NA,NA,NA
"648",19.33,NA,NA,NA
"649",23.75,NA,NA,NA
"650",18.28,NA,NA,NA
"651",16.88,NA,NA,NA
"652",21.26,NA,NA,NA
"653",23.71,NA,NA,NA
"654",21.84,NA,NA,NA
"655",17.92,NA,NA,NA
"656",17.36,NA,NA,NA
"657",19.37,NA,NA,NA
"658",20.59,NA,NA,NA
"659",22.71,NA,NA,NA
"660",22.08,NA,NA,NA
"661",21.43,NA,NA,NA
"662",17.93,NA,NA,NA
"663",16.01,NA,NA,NA
"664",12.72,NA,NA,NA
"665",12.58,NA,NA,NA
"666",11.98,NA,NA,NA
"667",13.84,NA,NA,NA
"668",15.83,NA,NA,NA
"669",16.29,NA,NA,NA
"670",16.37,NA,NA,NA
"671",18.42,NA,NA,NA
"672",21.11,NA,NA,NA
"673",21.16,NA,NA,NA
"674",23.74,NA,NA,NA
"675",25.24,NA,NA,NA
"676",24.66,NA,NA,NA
"677",26.7,NA,NA,NA
"678",29.67,NA,NA,NA
"679",31.03,NA,NA,NA
"680",27.18,NA,NA,NA
"681",26.87,NA,NA,NA
"682",24,NA,NA,NA
"683",22.39,NA,NA,NA
"684",19.64,NA,NA,NA
"685",25.37,NA,NA,NA
"686",25.59,NA,NA,NA
"687",24.06,NA,NA,NA
"688",26.53,NA,NA,NA
"689",27.22,NA,NA,NA
"690",24.57,NA,NA,NA
"691",24.31,NA,NA,NA
"692",24.37,NA,NA,NA
"693",27.86,NA,NA,NA
"694",29.9,NA,NA,NA
"695",32.04,NA,NA,NA
"696",30.75,NA,NA,NA
"697",32.96,NA,NA,NA
"698",32.6,NA,NA,NA
"699",31.51,NA,NA,NA
"700",33.75,NA,NA,NA
"701",33.5,NA,NA,NA
"702",33.43,NA,NA,NA
"703",33.43,NA,NA,NA
"704",33.67,NA,NA,NA
"705",35.22,NA,NA,NA
"706",32.92,NA,NA,NA
"707",29.74,NA,NA,NA
"708",29.74,NA,NA,NA
"709",29.14,NA,NA,NA
"710",27.19,NA,NA,NA
"711",25.36,NA,NA,NA
"712",28.21,NA,NA,NA
"713",29.77,NA,NA,NA
"714",28.56,NA,NA,NA
"715",29.01,NA,NA,NA
"716",29.54,NA,NA,NA
"717",33.49,NA,NA,NA
"718",33.33,NA,NA,NA
"719",32.95,NA,NA,NA
"720",33.74,NA,NA,NA
"721",35.17,NA,NA,NA
"722",33.81,NA,NA,NA
"723",33.87,NA,NA,NA
"724",32.81,NA,NA,NA
"725",33.34,NA,NA,NA
"726",32.29,NA,NA,NA
"727",30.03,NA,NA,NA
"728",30.63,NA,NA,NA
"729",31.35,NA,NA,NA
"730",33.64,NA,NA,NA
"731",34.08,NA,NA,NA
"732",30.74,NA,NA,NA
"733",29.9,NA,NA,NA
"734",27.3,NA,NA,NA
"735",28.65,NA,NA,NA
"736",31.77,NA,NA,NA
"737",32.49,NA,NA,NA
"738",32.29,NA,NA,NA
"739",32.73,NA,NA,NA
"740",33.13,NA,NA,NA
"741",35.81,NA,NA,NA
"742",36.61,NA,NA,NA
"743",38.55,NA,NA,NA
"744",40.29,NA,NA,NA
"745",41.87,NA,NA,NA
"746",42.08,NA,NA,NA
"747",41.57,NA,NA,NA
"748",42.34,NA,NA,NA
"749",45.23,NA,NA,NA
"750",49.22,NA,NA,NA
"751",50.54,NA,NA,NA
"752",49.86,NA,NA,NA
"753",54.43,NA,NA,NA
"754",55.77,NA,NA,NA
"755",57.57,NA,NA,NA
"756",54.17,NA,NA,NA
"757",53.91,NA,NA,NA
"758",52.34,NA,NA,NA
"759",52.06,NA,NA,NA
"760",51.32,NA,NA,NA
"761",51.4,NA,NA,NA
"762",52.01,NA,NA,NA
"763",55.62,NA,NA,NA
"764",56.01,NA,NA,NA
"765",53.15,NA,NA,NA
"766",53.66,NA,NA,NA
"767",52.61,NA,NA,NA
"768",49.99,NA,NA,NA
"769",50.36,NA,NA,NA
"770",53.05,NA,NA,NA
"771",50.9,NA,NA,NA
"772",49.62,NA,NA,NA
"773",46.49,NA,NA,NA
"774",46.77,NA,NA,NA
"775",48.87,NA,NA,NA
"776",49.76,NA,NA,NA
"777",48.2,NA,NA,NA
"778",44.79,NA,NA,NA
"779",43.74,NA,NA,NA
"780",44.76,NA,NA,NA
"781",45.46,NA,NA,NA
"782",45.28,NA,NA,NA
"783",43.17,NA,NA,NA
"784",40.62,-1.36,NA,NA
"785",44.64,-0.82,NA,NA
"786",44.87,-0.71,NA,NA
"787",44.67,-0.69,NA,NA
"788",45.92,-0.46,NA,NA
"789",46.13,-0.1,NA,NA
"790",43.49,-0.52,NA,NA
"791",43.36,-0.97,NA,NA
"792",43.38,-0.81,NA,NA
"793",40.79,-1.29,NA,NA
"794",41.45,-1.23,NA,NA
"795",39.84,-1.29,NA,NA
"796",37.68,-1.41,NA,NA
"797",35.82,-1.42,NA,NA
"798",33.47,-2.36,NA,NA
"799",36.12,-1.4,NA,NA
"800",39.2,-1.04,NA,NA
"801",41.59,-0.68,NA,NA
"802",44.19,-0.6,NA,NA
"803",42.39,-0.99,NA,NA
"804",42.07,-1.18,NA,NA
"805",39.04,-1.3,NA,NA
"806",36.43,-1.79,NA,NA
"807",33.5,-2.47,NA,NA
"808",33.33,-2.79,NA,NA
"809",35.7,-2.59,NA,NA
"810",34.67,-2.95,NA,NA
"811",34.63,-2.63,NA,NA
"812",36.41,-2.28,NA,NA
"813",37.37,-2.48,NA,NA
"814",37.76,-2.36,NA,NA
"815",35.46,-2.36,NA,NA
"816",34.91,-1.77,NA,NA
"817",36.64,-1.09,NA,NA
"818",35.53,-1.52,NA,NA
"819",32.89,-2.01,NA,NA
"820",32.29,-2.08,NA,NA
"821",32.91,-1.99,NA,NA
"822",33.79,-1.89,NA,NA
"823",34.66,-1.93,NA,NA
"824",34.51,-1.88,NA,NA
"825",35.81,-1.6,NA,NA
"826",37.21,-1.54,NA,NA
"827",37.39,-1.52,NA,NA
"828",38.18,-1.29,NA,NA
"829",37.47,-1.1,NA,NA
"830",38.88,-1.09,NA,NA
"831",39.01,-1.2,NA,NA
"832",36.16,-1.91,NA,NA
"833",34.77,-1.91,NA,NA
"834",34.87,-1.81,NA,NA
"835",32.23,-2.46,NA,NA
"836",31.41,-2.79,NA,NA
"837",27.62,-3.56,NA,NA
"838",28.2,-3.83,NA,NA
"839",28.41,-3.87,NA,NA
"840",28.88,-3.5,NA,NA
"841",31.02,-3.02,NA,NA
"842",32.64,-2.99,NA,NA
"843",33.9,-2.86,NA,NA
"844",34.2,-2.75,NA,NA
"845",34.21,-2.47,NA,NA
"846",32.96,-2.4,NA,NA
"847",29.85,-2.52,NA,NA
"848",27.11,-3.24,NA,NA
"849",26.46,-3.2,NA,NA
"850",26.79,-3.06,NA,NA
"851",27.31,-2.46,NA,NA
"852",27.67,-2.13,NA,NA
"853",27.67,-1.06,NA,NA
"854",27.59,-0.74,NA,NA
"855",26.83,-0.84,NA,NA
"856",26.1,-1.26,NA,NA
