"","1 Ano","3 Anos","5 Anos","10 Anos"
"93",NA,NA,NA,NA
"94",NA,NA,NA,NA
"95",NA,NA,NA,NA
"96",NA,NA,NA,NA
"97",NA,NA,NA,NA
"98",NA,NA,NA,NA
"99",NA,NA,NA,NA
"100",NA,NA,NA,NA
"101",NA,NA,NA,NA
"102",NA,NA,NA,NA
"103",NA,NA,NA,NA
"104",NA,NA,NA,NA
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,NA,NA,NA
"109",NA,NA,NA,NA
"110",NA,NA,NA,NA
"111",NA,NA,NA,NA
"112",NA,NA,NA,NA
"113",NA,NA,NA,NA
"114",NA,NA,NA,NA
"115",NA,NA,NA,NA
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,NA,NA,NA
"122",NA,NA,NA,NA
"123",NA,NA,NA,NA
"124",NA,NA,NA,NA
"125",NA,NA,NA,NA
"126",NA,NA,NA,NA
"127",NA,NA,NA,NA
"128",NA,NA,NA,NA
"129",NA,NA,NA,NA
"130",NA,NA,NA,NA
"131",NA,NA,NA,NA
"132",NA,NA,NA,NA
"133",NA,NA,NA,NA
"134",NA,NA,NA,NA
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,NA,NA,NA
"138",NA,NA,NA,NA
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,NA,NA,NA
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,NA,NA,NA
"162",NA,NA,NA,NA
"163",NA,NA,NA,NA
"164",NA,NA,NA,NA
"165",NA,NA,NA,NA
"166",NA,NA,NA,NA
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,NA,NA,NA
"170",NA,NA,NA,NA
"171",NA,NA,NA,NA
"172",NA,NA,NA,NA
"173",NA,NA,NA,NA
"174",NA,NA,NA,NA
"175",NA,NA,NA,NA
"176",NA,NA,NA,NA
"177",NA,NA,NA,NA
"178",NA,NA,NA,NA
"179",NA,NA,NA,NA
"180",NA,NA,NA,NA
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,NA,NA,NA
"185",NA,NA,NA,NA
"186",NA,NA,NA,NA
"187",NA,NA,NA,NA
"188",NA,NA,NA,NA
"189",NA,NA,NA,NA
"190",NA,NA,NA,NA
"191",NA,NA,NA,NA
"192",NA,NA,NA,NA
"193",NA,NA,NA,NA
"194",NA,NA,NA,NA
"195",NA,NA,NA,NA
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,NA
"199",NA,NA,NA,NA
"200",NA,NA,NA,NA
"201",NA,NA,NA,NA
"202",NA,NA,NA,NA
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,NA,NA,NA
"206",NA,NA,NA,NA
"207",NA,NA,NA,NA
"208",NA,NA,NA,NA
"209",NA,NA,NA,NA
"210",NA,NA,NA,NA
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,NA,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,NA,NA,NA
"221",NA,NA,NA,NA
"222",NA,NA,NA,NA
"223",NA,NA,NA,NA
"224",NA,NA,NA,NA
"225",NA,NA,NA,NA
"226",NA,NA,NA,NA
"227",NA,NA,NA,NA
"228",NA,NA,NA,NA
"229",NA,NA,NA,NA
"230",NA,NA,NA,NA
"231",NA,NA,NA,NA
"232",NA,NA,NA,NA
"233",NA,NA,NA,NA
"234",NA,NA,NA,NA
"235",NA,NA,NA,NA
"236",NA,NA,NA,NA
"237",NA,NA,NA,NA
"238",NA,NA,NA,NA
"239",NA,NA,NA,NA
"240",NA,NA,NA,NA
"241",NA,NA,NA,NA
"242",NA,NA,NA,NA
"243",NA,NA,NA,NA
"244",NA,NA,NA,NA
"245",NA,NA,NA,NA
"246",NA,NA,NA,NA
"247",NA,NA,NA,NA
"248",NA,NA,NA,NA
"249",NA,NA,NA,NA
"250",NA,NA,NA,NA
"251",NA,NA,NA,NA
"252",NA,NA,NA,NA
"253",NA,NA,NA,NA
"254",NA,NA,NA,NA
"255",NA,NA,NA,NA
"256",NA,NA,NA,NA
"257",NA,NA,NA,NA
"258",NA,NA,NA,NA
"259",NA,NA,NA,NA
"260",NA,NA,NA,NA
"261",NA,NA,NA,NA
"262",NA,NA,NA,NA
"263",-4.83,NA,NA,NA
"264",-5.17,NA,NA,NA
"265",-4.88,NA,NA,NA
"266",-4.86,NA,NA,NA
"267",-4.7,NA,NA,NA
"268",-4.46,NA,NA,NA
"269",-4.23,NA,NA,NA
"270",-4.17,NA,NA,NA
"271",-4.05,NA,NA,NA
"272",-3.95,NA,NA,NA
"273",-4.02,NA,NA,NA
"274",-3.75,NA,NA,NA
"275",-3.46,NA,NA,NA
"276",-3.02,NA,NA,NA
"277",-3.13,NA,NA,NA
"278",-3.07,NA,NA,NA
"279",-3.06,NA,NA,NA
"280",-3.44,NA,NA,NA
"281",-3.21,NA,NA,NA
"282",-3.3,NA,NA,NA
"283",-3.16,NA,NA,NA
"284",-3.54,NA,NA,NA
"285",-3.94,NA,NA,NA
"286",-4.03,NA,NA,NA
"287",-4.23,NA,NA,NA
"288",-4.26,NA,NA,NA
"289",-4.53,NA,NA,NA
"290",-4.55,NA,NA,NA
"291",-4.71,NA,NA,NA
"292",-4.59,NA,NA,NA
"293",-4.68,NA,NA,NA
"294",-3.87,NA,NA,NA
"295",-3.54,NA,NA,NA
"296",-3.16,NA,NA,NA
"297",-3.95,NA,NA,NA
"298",-4.59,NA,NA,NA
"299",-4.55,NA,NA,NA
"300",-4.83,NA,NA,NA
"301",-5.19,NA,NA,NA
"302",-5.5,NA,NA,NA
"303",-5.5,NA,NA,NA
"304",-5.17,NA,NA,NA
"305",-5.21,NA,NA,NA
"306",-5.38,NA,NA,NA
"307",-5.55,NA,NA,NA
"308",-5.53,NA,NA,NA
"309",-5.74,NA,NA,NA
"310",-5.53,NA,NA,NA
"311",-6.14,NA,NA,NA
"312",-6.51,NA,NA,NA
"313",-6.7,NA,NA,NA
"314",-7.15,NA,NA,NA
"315",-7.59,NA,NA,NA
"316",-7.36,NA,NA,NA
"317",-7.39,NA,NA,NA
"318",-7.08,NA,NA,NA
"319",-6.75,NA,NA,NA
"320",-6.71,NA,NA,NA
"321",-7.19,NA,NA,NA
"322",-7.94,NA,NA,NA
"323",-7.84,NA,NA,NA
"324",-8.04,NA,NA,NA
"325",-7.47,NA,NA,NA
"326",-7.6,NA,NA,NA
"327",-8.06,NA,NA,NA
"328",-8.05,NA,NA,NA
"329",-8.03,NA,NA,NA
"330",-7.51,NA,NA,NA
"331",-7.19,NA,NA,NA
"332",-6.75,NA,NA,NA
"333",-6.5,NA,NA,NA
"334",-6.07,NA,NA,NA
"335",-5.76,NA,NA,NA
"336",-5.44,NA,NA,NA
"337",-5.63,NA,NA,NA
"338",-5.52,NA,NA,NA
"339",-4.63,NA,NA,NA
"340",-4.55,NA,NA,NA
"341",-4.45,NA,NA,NA
"342",-3.24,NA,NA,NA
"343",-2.72,NA,NA,NA
"344",-3.15,NA,NA,NA
"345",-2.94,NA,NA,NA
"346",-2.81,NA,NA,NA
"347",-1.89,NA,NA,NA
"348",-2.02,NA,NA,NA
"349",-2.74,NA,NA,NA
"350",-2.93,NA,NA,NA
"351",-3.62,NA,NA,NA
"352",-3.44,NA,NA,NA
"353",-3.46,NA,NA,NA
"354",-3.43,NA,NA,NA
"355",-2.98,NA,NA,NA
"356",-2.87,NA,NA,NA
"357",-3,NA,NA,NA
"358",-3.23,NA,NA,NA
"359",-3.08,NA,NA,NA
"360",-3.3,NA,NA,NA
"361",-3.15,NA,NA,NA
"362",-3.21,NA,NA,NA
"363",-2.49,NA,NA,NA
"364",-2.61,NA,NA,NA
"365",-2.65,NA,NA,NA
"366",-2.76,NA,NA,NA
"367",-3.22,NA,NA,NA
"368",-4.08,NA,NA,NA
"369",-5.14,NA,NA,NA
"370",-6.72,NA,NA,NA
"371",-8.15,NA,NA,NA
"372",-6.63,NA,NA,NA
"373",-7.73,NA,NA,NA
"374",-8.14,NA,NA,NA
"375",-8.08,NA,NA,NA
"376",-8.41,NA,NA,NA
"377",-9.06,NA,NA,NA
"378",-9.18,NA,NA,NA
"379",-8.99,NA,NA,NA
"380",-9.23,NA,NA,NA
"381",-9.86,NA,NA,NA
"382",-9.9,NA,NA,NA
"383",-10.55,NA,NA,NA
"384",-11.65,NA,NA,NA
"385",-13.4,NA,NA,NA
"386",-14.88,NA,NA,NA
"387",-16.75,NA,NA,NA
"388",-15.54,NA,NA,NA
"389",-15.45,NA,NA,NA
"390",-16.1,NA,NA,NA
"391",-16.58,NA,NA,NA
"392",-16.28,NA,NA,NA
"393",-15.55,NA,NA,NA
"394",-15.36,NA,NA,NA
"395",-15.82,NA,NA,NA
"396",-16.59,NA,NA,NA
"397",-17.56,NA,NA,NA
"398",-17.96,NA,NA,NA
"399",-18.23,NA,NA,NA
"400",-17.32,NA,NA,NA
"401",-16.81,NA,NA,NA
"402",-16.2,NA,NA,NA
"403",-15.78,NA,NA,NA
"404",-14.98,NA,NA,NA
"405",-15,NA,NA,NA
"406",-15.08,NA,NA,NA
"407",-14.59,NA,NA,NA
"408",-14.02,NA,NA,NA
"409",-14.34,NA,NA,NA
"410",-14.71,NA,NA,NA
"411",-14.89,NA,NA,NA
"412",-15.44,NA,NA,NA
"413",-15.82,NA,NA,NA
"414",-15.75,NA,NA,NA
"415",-16.55,NA,NA,NA
"416",-17.85,NA,NA,NA
"417",-17.79,NA,NA,NA
"418",-17.05,NA,NA,NA
"419",-17.03,NA,NA,NA
"420",-16.59,NA,NA,NA
"421",-16.16,NA,NA,NA
"422",-16.04,NA,NA,NA
"423",-17.29,NA,NA,NA
"424",-17.52,NA,NA,NA
"425",-17.19,NA,NA,NA
"426",-17.02,NA,NA,NA
"427",-17.7,NA,NA,NA
"428",-17.68,NA,NA,NA
"429",-17.62,NA,NA,NA
"430",-17.19,NA,NA,NA
"431",-17.56,NA,NA,NA
"432",-17.62,NA,NA,NA
"433",-17.66,NA,NA,NA
"434",-17.04,NA,NA,NA
"435",-16.74,NA,NA,NA
"436",-16.62,NA,NA,NA
"437",-16.14,NA,NA,NA
"438",-16.29,NA,NA,NA
"439",-16.38,NA,NA,NA
"440",-16.24,NA,NA,NA
"441",-16.24,NA,NA,NA
"442",-16.2,NA,NA,NA
"443",-16.23,NA,NA,NA
"444",-15.3,NA,NA,NA
"445",-14.76,NA,NA,NA
"446",-14.76,NA,NA,NA
"447",-14.25,NA,NA,NA
"448",-13.55,NA,NA,NA
"449",-12.44,NA,NA,NA
"450",-12.9,NA,NA,NA
"451",-12.65,NA,NA,NA
"452",-12.16,NA,NA,NA
"453",-12.07,NA,NA,NA
"454",-11.83,NA,NA,NA
"455",-12.99,NA,NA,NA
"456",-12.55,NA,NA,NA
"457",-12.4,NA,NA,NA
"458",-12.05,NA,NA,NA
"459",-12.48,NA,NA,NA
"460",-12.06,NA,NA,NA
"461",-12.38,NA,NA,NA
"462",-12.39,NA,NA,NA
"463",-12.51,NA,NA,NA
"464",-12.31,NA,NA,NA
"465",-11.39,NA,NA,NA
"466",-11.63,NA,NA,NA
"467",-11.58,NA,NA,NA
"468",-12.35,NA,NA,NA
"469",-13.08,NA,NA,NA
"470",-12.62,NA,NA,NA
"471",-12.21,NA,NA,NA
"472",-11.53,NA,NA,NA
"473",-11.81,NA,NA,NA
"474",-12.31,NA,NA,NA
"475",-11.82,NA,NA,NA
"476",-11.61,NA,NA,NA
"477",-11.95,NA,NA,NA
"478",-11.79,NA,NA,NA
"479",-11.74,NA,NA,NA
"480",-12.15,NA,NA,NA
"481",-12.5,NA,NA,NA
"482",-12.77,NA,NA,NA
"483",-13.48,NA,NA,NA
"484",-13.8,NA,NA,NA
"485",-14.06,NA,NA,NA
"486",-14.7,NA,NA,NA
"487",-14.55,NA,NA,NA
"488",-15.24,NA,NA,NA
"489",-15.78,NA,NA,NA
"490",-15.76,NA,NA,NA
"491",-16.11,NA,NA,NA
"492",-16.03,NA,NA,NA
"493",-16.05,NA,NA,NA
"494",-15.48,NA,NA,NA
"495",-15.19,NA,NA,NA
"496",-14.79,NA,NA,NA
"497",-14.7,NA,NA,NA
"498",-14.42,NA,NA,NA
"499",-13.86,NA,NA,NA
"500",-12.8,NA,NA,NA
"501",-14.06,NA,NA,NA
"502",-14.23,NA,NA,NA
"503",-13.6,NA,NA,NA
"504",-13.64,NA,NA,NA
"505",-13.5,NA,NA,NA
"506",-12.86,NA,NA,NA
"507",-12.65,NA,NA,NA
"508",-12.82,NA,NA,NA
"509",-12.6,NA,NA,NA
"510",-12.1,NA,NA,NA
"511",-12.05,NA,NA,NA
"512",-12.12,NA,NA,NA
"513",-12.15,NA,NA,NA
"514",-12.35,NA,NA,NA
"515",-12.03,NA,NA,NA
"516",-11.2,NA,NA,NA
"517",-11.01,NA,NA,NA
"518",-11.3,NA,NA,NA
"519",-10.89,NA,NA,NA
"520",-10.33,NA,NA,NA
"521",-9.95,NA,NA,NA
"522",-9.43,NA,NA,NA
"523",-9.57,NA,NA,NA
"524",-9.86,NA,NA,NA
"525",-9.74,NA,NA,NA
"526",-9.4,NA,NA,NA
"527",-9.42,NA,NA,NA
"528",-9.17,NA,NA,NA
"529",-9.18,NA,NA,NA
"530",-9.13,NA,NA,NA
"531",-8.86,NA,NA,NA
"532",-9.17,NA,NA,NA
"533",-9.05,NA,NA,NA
"534",-8.74,NA,NA,NA
"535",-8.24,NA,NA,NA
"536",-8.62,NA,NA,NA
"537",-8.26,NA,NA,NA
"538",-8.63,NA,NA,NA
"539",-8.78,NA,NA,NA
"540",-8.9,NA,NA,NA
"541",-8.58,NA,NA,NA
"542",-8.31,NA,NA,NA
"543",-7.79,NA,NA,NA
"544",-7.68,NA,NA,NA
"545",-7.91,NA,NA,NA
"546",-7.9,NA,NA,NA
"547",-7.92,NA,NA,NA
"548",-7.68,NA,NA,NA
"549",-7.04,NA,NA,NA
"550",-7.08,NA,NA,NA
"551",-7.04,NA,NA,NA
"552",-6.66,NA,NA,NA
"553",-6.21,NA,NA,NA
"554",-6.06,NA,NA,NA
"555",-5.66,NA,NA,NA
"556",-6.41,NA,NA,NA
"557",-6.41,NA,NA,NA
"558",-6.39,NA,NA,NA
"559",-5.41,NA,NA,NA
"560",-4.91,NA,NA,NA
"561",-4.6,NA,NA,NA
"562",-4.03,NA,NA,NA
"563",-3.84,NA,NA,NA
"564",-3.97,NA,NA,NA
"565",-3.96,NA,NA,NA
"566",-4.67,NA,NA,NA
"567",-4.24,NA,NA,NA
"568",-4.25,NA,NA,NA
"569",-3.98,NA,NA,NA
"570",-3.79,NA,NA,NA
"571",-2.91,NA,NA,NA
"572",-2.98,NA,NA,NA
"573",-2.26,NA,NA,NA
"574",-2.08,NA,NA,NA
"575",-1.61,NA,NA,NA
"576",-1.51,NA,NA,NA
"577",-1.02,NA,NA,NA
"578",-1.1,NA,NA,NA
"579",-1.18,NA,NA,NA
"580",-1.53,NA,NA,NA
"581",-1.88,NA,NA,NA
"582",-1.56,NA,NA,NA
"583",-1,NA,NA,NA
"584",-0.08,NA,NA,NA
"585",0.14,NA,NA,NA
"586",0.63,NA,NA,NA
"587",0.18,NA,NA,NA
"588",0.73,NA,NA,NA
"589",1.46,NA,NA,NA
"590",1.81,NA,NA,NA
"591",2.05,NA,NA,NA
"592",2.21,NA,NA,NA
"593",2.09,NA,NA,NA
"594",2.4,NA,NA,NA
"595",2.78,NA,NA,NA
"596",2.98,NA,NA,NA
"597",2.79,NA,NA,NA
"598",2.98,NA,NA,NA
"599",3.12,NA,NA,NA
"600",3.2,NA,NA,NA
"601",2.77,NA,NA,NA
"602",3.15,NA,NA,NA
"603",3.36,NA,NA,NA
"604",2.41,NA,NA,NA
"605",2.37,NA,NA,NA
"606",2.34,NA,NA,NA
"607",2.71,NA,NA,NA
"608",2.27,NA,NA,NA
"609",2.06,NA,NA,NA
"610",2.1,NA,NA,NA
"611",3,NA,NA,NA
"612",3.21,NA,NA,NA
"613",4.14,NA,NA,NA
"614",4.06,NA,NA,NA
"615",4.28,NA,NA,NA
"616",3.96,NA,NA,NA
"617",3.88,NA,NA,NA
"618",3.72,NA,NA,NA
"619",3.29,NA,NA,NA
"620",3.17,NA,NA,NA
"621",2.99,NA,NA,NA
"622",3.33,NA,NA,NA
"623",3.67,NA,NA,NA
"624",3.7,NA,NA,NA
"625",3.16,NA,NA,NA
"626",4.05,NA,NA,NA
"627",4.15,NA,NA,NA
"628",4.26,NA,NA,NA
"629",5.03,NA,NA,NA
"630",6.3,NA,NA,NA
"631",7.93,NA,NA,NA
"632",9.33,NA,NA,NA
"633",10.24,NA,NA,NA
"634",9.11,NA,NA,NA
"635",10.42,NA,NA,NA
"636",10.62,NA,NA,NA
"637",10.55,NA,NA,NA
"638",11.31,NA,NA,NA
"639",12.08,NA,NA,NA
"640",12.09,NA,NA,NA
"641",11.69,NA,NA,NA
"642",11.25,NA,NA,NA
"643",12.03,NA,NA,NA
"644",12.45,NA,NA,NA
"645",13.52,NA,NA,NA
"646",15.09,NA,NA,NA
"647",17.24,NA,NA,NA
"648",19.21,NA,NA,NA
"649",21.89,NA,NA,NA
"650",20.48,NA,NA,NA
"651",20.34,NA,NA,NA
"652",21.68,NA,NA,NA
"653",22.77,NA,NA,NA
"654",22.18,NA,NA,NA
"655",20.69,NA,NA,NA
"656",20.26,NA,NA,NA
"657",20.75,NA,NA,NA
"658",21.44,NA,NA,NA
"659",22.93,NA,NA,NA
"660",22.85,NA,NA,NA
"661",23.42,NA,NA,NA
"662",21.79,NA,NA,NA
"663",21.35,NA,NA,NA
"664",20.14,NA,NA,NA
"665",19.67,NA,NA,NA
"666",18.78,NA,NA,NA
"667",19.25,NA,NA,NA
"668",19.46,NA,NA,NA
"669",19.6,NA,NA,NA
"670",19.09,NA,NA,NA
"671",19.86,NA,NA,NA
"672",20.4,NA,NA,NA
"673",21.08,NA,NA,NA
"674",22.4,NA,NA,NA
"675",23.3,NA,NA,NA
"676",23.01,NA,NA,NA
"677",24.42,NA,NA,NA
"678",26.41,NA,NA,NA
"679",27.1,NA,NA,NA
"680",25.99,NA,NA,NA
"681",25.66,NA,NA,NA
"682",24.69,NA,NA,NA
"683",24.21,NA,NA,NA
"684",23.29,NA,NA,NA
"685",25.37,NA,NA,NA
"686",25.52,NA,NA,NA
"687",24.9,NA,NA,NA
"688",25.34,NA,NA,NA
"689",26.08,NA,NA,NA
"690",26.02,NA,NA,NA
"691",25.95,NA,NA,NA
"692",25.61,NA,NA,NA
"693",26.53,NA,NA,NA
"694",27.07,NA,NA,NA
"695",27.6,NA,NA,NA
"696",27.11,NA,NA,NA
"697",27.48,NA,NA,NA
"698",27.23,NA,NA,NA
"699",26.36,NA,NA,NA
"700",26.56,NA,NA,NA
"701",26.32,NA,NA,NA
"702",26.09,NA,NA,NA
"703",26.09,NA,NA,NA
"704",26.15,NA,NA,NA
"705",26.67,NA,NA,NA
"706",25.15,NA,NA,NA
"707",23.89,NA,NA,NA
"708",23.89,NA,NA,NA
"709",23.77,NA,NA,NA
"710",22.97,NA,NA,NA
"711",22.33,NA,NA,NA
"712",23.57,NA,NA,NA
"713",23.87,NA,NA,NA
"714",23.18,NA,NA,NA
"715",23.41,NA,NA,NA
"716",23.51,NA,NA,NA
"717",25.25,NA,NA,NA
"718",25.59,NA,NA,NA
"719",25.36,NA,NA,NA
"720",25.56,NA,NA,NA
"721",26.38,NA,NA,NA
"722",26.29,NA,NA,NA
"723",26.36,NA,NA,NA
"724",25.98,NA,NA,NA
"725",26.28,NA,NA,NA
"726",25.67,NA,NA,NA
"727",24.49,NA,NA,NA
"728",24.69,NA,NA,NA
"729",24.99,NA,NA,NA
"730",25.81,NA,NA,NA
"731",26.16,NA,NA,NA
"732",25.15,NA,NA,NA
"733",24.82,NA,NA,NA
"734",23.76,NA,NA,NA
"735",24.18,NA,NA,NA
"736",25,NA,NA,NA
"737",24.86,NA,NA,NA
"738",24.59,NA,NA,NA
"739",24.91,NA,NA,NA
"740",25.01,NA,NA,NA
"741",25.58,NA,NA,NA
"742",25.89,NA,NA,NA
"743",26.99,NA,NA,NA
"744",27.8,NA,NA,NA
"745",28.83,NA,NA,NA
"746",29.59,NA,NA,NA
"747",29.79,NA,NA,NA
"748",30.3,NA,NA,NA
"749",31.09,NA,NA,NA
"750",32.23,NA,NA,NA
"751",32.84,NA,NA,NA
"752",33.71,NA,NA,NA
"753",35,NA,NA,NA
"754",35.3,NA,NA,NA
"755",36.27,NA,NA,NA
"756",35.41,NA,NA,NA
"757",35.51,NA,NA,NA
"758",34.73,NA,NA,NA
"759",34.64,NA,NA,NA
"760",34.72,NA,NA,NA
"761",34.84,NA,NA,NA
"762",34.6,NA,NA,NA
"763",35.68,NA,NA,NA
"764",35.81,NA,NA,NA
"765",35.06,NA,NA,NA
"766",35.13,NA,NA,NA
"767",34.51,NA,NA,NA
"768",33.61,NA,NA,NA
"769",33.52,NA,NA,NA
"770",34.11,NA,NA,NA
"771",33.37,NA,NA,NA
"772",32.84,NA,NA,NA
"773",32.16,NA,NA,NA
"774",32.43,NA,NA,NA
"775",33.05,NA,NA,NA
"776",33.31,NA,NA,NA
"777",32.5,NA,NA,NA
"778",31.32,NA,NA,NA
"779",30.94,NA,NA,NA
"780",31.48,NA,NA,NA
"781",31.28,NA,NA,NA
"782",31.13,NA,NA,NA
"783",30.57,NA,NA,NA
"784",29.76,3.74,NA,NA
"785",30.62,3.92,NA,NA
"786",31.02,4.01,NA,NA
"787",31.15,4.05,NA,NA
"788",31.47,4.13,NA,NA
"789",31.46,4.24,NA,NA
"790",30.44,4.13,NA,NA
"791",29.95,3.92,NA,NA
"792",30.07,4.05,NA,NA
"793",29.2,3.89,NA,NA
"794",29.28,3.92,NA,NA
"795",28.9,3.94,NA,NA
"796",27.99,3.92,NA,NA
"797",27.2,3.95,NA,NA
"798",25.76,3.43,NA,NA
"799",26.12,3.85,NA,NA
"800",26.81,4.01,NA,NA
"801",27.69,4.17,NA,NA
"802",28.29,4.26,NA,NA
"803",27.89,4.18,NA,NA
"804",27.78,4.09,NA,NA
"805",26.78,4.07,NA,NA
"806",25.85,3.91,NA,NA
"807",24.47,3.62,NA,NA
"808",24.37,3.47,NA,NA
"809",25.26,3.54,NA,NA
"810",24.83,3.39,NA,NA
"811",24.7,3.46,NA,NA
"812",25.39,3.58,NA,NA
"813",25.69,3.58,NA,NA
"814",25.11,3.62,NA,NA
"815",24.35,3.67,NA,NA
"816",24.22,3.87,NA,NA
"817",24.41,4.21,NA,NA
"818",24.59,4.17,NA,NA
"819",24.07,3.95,NA,NA
"820",23.95,3.99,NA,NA
"821",23.73,4.01,NA,NA
"822",23.86,3.98,NA,NA
"823",24.19,4,NA,NA
"824",23.66,3.95,NA,NA
"825",23.71,4.03,NA,NA
"826",24.13,4.09,NA,NA
"827",24.2,4.14,NA,NA
"828",24.77,4.22,NA,NA
"829",24.41,4.26,NA,NA
"830",24.97,4.35,NA,NA
"831",25.06,4.31,NA,NA
"832",24.11,4.06,NA,NA
"833",23.42,4.04,NA,NA
"834",23.38,4.08,NA,NA
"835",22.58,3.89,NA,NA
"836",22.26,3.76,NA,NA
"837",20.81,3.49,NA,NA
"838",20.68,3.36,NA,NA
"839",20.73,3.33,NA,NA
"840",20.78,3.45,NA,NA
"841",21.38,3.64,NA,NA
"842",21.53,3.64,NA,NA
"843",22.16,3.71,NA,NA
"844",22.17,3.8,NA,NA
"845",22.1,3.84,NA,NA
"846",21.93,3.93,NA,NA
"847",21.09,3.84,NA,NA
"848",20.01,3.59,NA,NA
"849",19.73,3.53,NA,NA
"850",19.78,3.62,NA,NA
"851",19.73,3.9,NA,NA
"852",19.78,4.03,NA,NA
"853",19.8,4.36,NA,NA
"854",19.5,4.47,NA,NA
"855",19.15,4.45,NA,NA
"856",18.81,4.34,NA,NA
"857",18.28,4.45,NA,NA
"858",18.09,4.55,NA,NA
"859",18.02,4.77,NA,NA
"860",17.8,4.81,NA,NA
"861",18.03,4.87,NA,NA
"862",18.26,4.91,NA,NA
"863",17.49,4.95,NA,NA
